surah,ayah,status,char_lock_verified,original_thai,final_thai
14,25,CLEAN,True,ผลของมันจะออกมาทุกกาลเวลา โดยอนุมัติของพระเจ้าของมัน และอัลลอฮฺทรงยกอุทาหรณ์แก่ปวงมนุษย์ เพื่อพวกเขาจะได้รำลึก,ผลของมันจะออกมาทุกกาลเวลา โดยอนุมัติของพระเจ้าของมัน และอัลลอฮฺทรงยกอุทาหรณ์แก่ปวงมนุษย์ เพื่อพวกเขาจะได้รำลึก
14,26,REJECTED_CHARACTER_MISMATCH,False,และอุปมาคำพูดที่เลว ดั่งต้นไม้ที่อับเฉาถูกถอนราออกจากพื้นดิน มันไม่มีความมั่นคงเลย,และอุปมาคำพูดที่เลว ดั่งต้นไม้ที่อับเฉาถูกถอนราออกจากพื้นดิน มันไม่มีความมั่นคงเลย
14,27,SPACING_OPTIMIZED,True,อัลลอฮฺทรงให้บรรดาผู้ศรัทธาหนักแน่นด้วยคำกล่าวที่มั่นคง ในการมีชีวิตอยู่ทั้งในโลกนี้ และในปรโลก และอัลลอฮฺทรงให้บรรดาผู้อธรรมหลงทาง และอัลลอฮฺทรงกระทำสิ่งที่พระองค์ทรงประสงค์,อัลลอฮฺทรงให้บรรดาผู้ศรัทธาหนักแน่นด้วยคำกล่าวที่มั่นคง ในการมีชีวิตอยู่ทั้งในโลกนี้และในปรโลก และอัลลอฮฺทรงให้บรรดาผู้อธรรมหลงทาง และอัลลอฮฺทรงกระทำสิ่งที่พระองค์ทรงประสงค์
14,28,SPACING_OPTIMIZED,True,เจ้าไม่เห็นดอกหรือ บรรดาผู้เปลี่ยนความโปรดปรานของอัลลอฮฺ เป็นการปฏิเสธศรัทธา และได้นำกลุ่มชนของพวกเขาลงสู่ที่พำนักอันหายนะ,เจ้าไม่เห็นดอกหรือ บรรดาผู้เปลี่ยนความโปรดปรานของอัลลอฮฺเป็นการปฏิเสธศรัทธา และได้นำกลุ่มชนของพวกเขาลงสู่ที่พำนักอันหายนะ
14,29,SPACING_OPTIMIZED,True,นรกญะฮันนัมที่มีเปลวไฟร้อนจัดของมัน และมันเป็นที่พำนักอันชั่วช้า,นรกญะฮันนัม ที่มีเปลวไฟร้อนจัดของมัน และมันเป็นที่พำนักอันชั่วช้า
14,30,CLEAN,True,และพวกเขาได้ตั้งภาคีคู่เคียงกับอัลลอฮฺ เพื่อให้พวกเขาหลงทางของพระองค์ จงกล่าวเถิด (มุฮัมมัด) พวกท่านจงร่าเริงกันเถิด เพราะแท้จริงทางกลับของพวกท่านย่อมไปสู่ไฟนรก,และพวกเขาได้ตั้งภาคีคู่เคียงกับอัลลอฮฺ เพื่อให้พวกเขาหลงทางของพระองค์ จงกล่าวเถิด (มุฮัมมัด) พวกท่านจงร่าเริงกันเถิด เพราะแท้จริงทางกลับของพวกท่านย่อมไปสู่ไฟนรก
14,31,CLEAN,True,จงกล่าวแก่ปวงบ่าวผู้ศรัทธาของข้าว่า ให้พวกเขาดำรงการละหมาด และบริจาคสิ่งที่เราได้ให้เป็นปัจจัยยังชีพแก่พวกเขา ทั้งอย่างลับ ๆ และอย่างเปิดเผย ก่อนที่วันหนึ่งจะมาถึงซึ่งไม่มีการซื้อขาย (ต่อรอง) ในวันนั้น และไม่มีการเป็นมิตร,จงกล่าวแก่ปวงบ่าวผู้ศรัทธาของข้าว่า ให้พวกเขาดำรงการละหมาด และบริจาคสิ่งที่เราได้ให้เป็นปัจจัยยังชีพแก่พวกเขา ทั้งอย่างลับ ๆ และอย่างเปิดเผย ก่อนที่วันหนึ่งจะมาถึงซึ่งไม่มีการซื้อขาย (ต่อรอง) ในวันนั้น และไม่มีการเป็นมิตร
14,32,CLEAN,True,อัลลอฮฺผู้ทรงสร้างชั้นฟ้าทั้งหลายและแผ่นดิน และทรงให้น้ำลงมาจากชั้นฟ้า และทรงให้พืชผลงอกเงยออกมาด้วยมัน (จากน้ำ) เพื่อเป็นปัจจัยยังชีพแก่พวกเจ้า และทรงให้เรือเดินสมุทรมีความสะดวกแก่พวกท่าน เพื่อใช้แล่นตามน่านน้ำโดยพระบัญชาของพระองค์ และทรงให้ลำน้ำทั้งหลายเป็นประโยชน์แก่พวกเจ้า,อัลลอฮฺผู้ทรงสร้างชั้นฟ้าทั้งหลายและแผ่นดิน และทรงให้น้ำลงมาจากชั้นฟ้า และทรงให้พืชผลงอกเงยออกมาด้วยมัน (จากน้ำ) เพื่อเป็นปัจจัยยังชีพแก่พวกเจ้า และทรงให้เรือเดินสมุทรมีความสะดวกแก่พวกท่าน เพื่อใช้แล่นตามน่านน้ำโดยพระบัญชาของพระองค์ และทรงให้ลำน้ำทั้งหลายเป็นประโยชน์แก่พวกเจ้า
14,33,SPACING_OPTIMIZED,True,และพระองค์ทรงให้ดวงอาทิตย์และดวงจันทร์ เป็นประโยชน์แก่พวกเจ้า โดยโคจรเป็นปกติ และทรงให้กลางคืนและกลางวันเป็นประโยชน์แก่พวกเจ้า,และพระองค์ทรงให้ดวงอาทิตย์และดวงจันทร์เป็นประโยชน์แก่พวกเจ้า โดยโคจรเป็นปกติ และทรงให้กลางคืนและกลางวันเป็นประโยชน์แก่พวกเจ้า
14,34,CLEAN,True,และพระองค์ทรงประทานแก่พวกเจ้าทุกสิ่งที่พวกเจ้าขอต่อพระองค์ และหากพวกเจ้าจะนับความโปรดปรานของอัลลอฮฺแล้ว พวกเจ้าก็ไม่อาจจะคำนวณมันได้ แท้จริงมนุษย์นั้นอธรรมยิ่ง เนรคุณยิ่ง,และพระองค์ทรงประทานแก่พวกเจ้าทุกสิ่งที่พวกเจ้าขอต่อพระองค์ และหากพวกเจ้าจะนับความโปรดปรานของอัลลอฮฺแล้ว พวกเจ้าก็ไม่อาจจะคำนวณมันได้ แท้จริงมนุษย์นั้นอธรรมยิ่ง เนรคุณยิ่ง
14,35,SPACING_OPTIMIZED,True,และจงรำลึกเมื่ออิบรอฮีมกล่าวว่า โอ้ พระเจ้าของข้าพระองค์ ขอพระองค์ทรงให้เมืองนี้ (มักกะฮ์) ปลอดภัย และทรงให้ข้าพระองค์และลูกหลานของข้าพระองค์พ้นจากการบูชาเจว็ด,และจงรำลึก เมื่ออิบรอฮีมกล่าวว่า โอ้พระเจ้าของข้าพระองค์ ขอพระองค์ทรงให้เมืองนี้ (มักกะฮ์) ปลอดภัย และทรงให้ข้าพระองค์และลูกหลานของข้าพระองค์พ้นจากการบูชาเจว็ด
14,36,CLEAN,True,โอ้พระเจ้าของข้าพระองค์ แท้จริงพวกมันได้ทำให้มนุษย์ส่วนใหญ่หลงทาง ดังนั้นผู้ใดปฏิบัติตามข้าพระองค์ แท้จริงเขาเป็นพวกของข้าพระองค์ และผู้ใดฝ่าฝืนข้าพระองค์ แท้จริงพระองค์เป็นผู้ทรงอภัย ผู้ทรงเมตตา,โอ้พระเจ้าของข้าพระองค์ แท้จริงพวกมันได้ทำให้มนุษย์ส่วนใหญ่หลงทาง ดังนั้นผู้ใดปฏิบัติตามข้าพระองค์ แท้จริงเขาเป็นพวกของข้าพระองค์ และผู้ใดฝ่าฝืนข้าพระองค์ แท้จริงพระองค์เป็นผู้ทรงอภัย ผู้ทรงเมตตา
14,37,SPACING_OPTIMIZED,True,โอ้พระเจ้าของเรา แท้จริงข้าพระองค์ได้ให้ลูกหลานของข้าพระองค์ พำนักอยู่ ณ ที่ราบลุ่มนี้โดยไม่มีพืชผลใด ๆ ซึ่งอยู่ใกล้บ้านอันเป็นเขตหวงห้ามของพระองค์ โอ้พระเจ้าของเรา เพื่อให้พวกเขาดำรงการละหมาด ขอพระองค์ทรงให้จิตใจจากปวงมนุษย์ มุ่งไปยังพวกเขา และทรงประทานปัจจัยยังชีพที่เป็นพืชผลแก่พวกเขา เพื่อว่าพวกเขาจะขอบคุณ,โอ้พระเจ้าของเรา แท้จริงข้าพระองค์ได้ให้ลูกหลานของข้าพระองค์พำนักอยู่ ณ ที่ราบลุ่มนี้โดยไม่มีพืชผลใด ๆ ซึ่งอยู่ใกล้บ้านอันเป็นเขตหวงห้ามของพระองค์ โอ้พระเจ้าของเรา เพื่อให้พวกเขาดำรงการละหมาด ขอพระองค์ทรงให้จิตใจจากปวงมนุษย์มุ่งไปยังพวกเขา และทรงประทานปัจจัยยังชีพที่เป็นพืชผลแก่พวกเขา เพื่อว่าพวกเขาจะขอบคุณ
14,38,CLEAN,True,โอ้พระเจ้าของเรา แท้จริงพระองค์ทรงรอบรู้สิ่งที่เราปิดบังและสิ่งที่เราเปิดเผย ไม่มีสิ่งใดจะซ่อนเร้นไปจากอัลลอฮฺ ทั้งในแผ่นดินและในชั้นฟ้า,โอ้พระเจ้าของเรา แท้จริงพระองค์ทรงรอบรู้สิ่งที่เราปิดบังและสิ่งที่เราเปิดเผย ไม่มีสิ่งใดจะซ่อนเร้นไปจากอัลลอฮฺ ทั้งในแผ่นดินและในชั้นฟ้า
14,39,CLEAN,True,การสรรเสริญเป็นของอัลลอฮฺ ผู้ได้ประทานอิสมาอีลและอิสฮากแก่ข้าพระองค์ ขณะที่ข้าพระองค์อยู่ในวัยชรา แท้จริงพระเจ้าของข้าพระองค์เป็นผู้ทรงได้ยินการวิงวอนอย่างแน่นอน,การสรรเสริญเป็นของอัลลอฮฺ ผู้ได้ประทานอิสมาอีลและอิสฮากแก่ข้าพระองค์ ขณะที่ข้าพระองค์อยู่ในวัยชรา แท้จริงพระเจ้าของข้าพระองค์เป็นผู้ทรงได้ยินการวิงวอนอย่างแน่นอน
14,40,CLEAN,True,โอ้พระเจ้าของข้าพระองค์ ขอพระองค์ทรงให้ข้าพระองค์และจากลูกหลานของข้าพระองค์เป็นผู้ดำรงการละหมาด โอ้พระเจ้าของเรา ขอพระองค์ทรงตอบรับการวิงวอนของข้าพระองค์ด้วยเทอญ,โอ้พระเจ้าของข้าพระองค์ ขอพระองค์ทรงให้ข้าพระองค์และจากลูกหลานของข้าพระองค์เป็นผู้ดำรงการละหมาด โอ้พระเจ้าของเรา ขอพระองค์ทรงตอบรับการวิงวอนของข้าพระองค์ด้วยเทอญ
14,41,CLEAN,True,โอ้พระเจ้าของเรา ขอพระองค์ทรงอภัยโทษให้แก่ข้าพระองค์ และแก่บิดามารดาของข้าพระองค์ และแก่บรรดามุอฺมิน ในวันที่การสอบสวนจะมีขึ้น,โอ้พระเจ้าของเรา ขอพระองค์ทรงอภัยโทษให้แก่ข้าพระองค์ และแก่บิดามารดาของข้าพระองค์ และแก่บรรดามุอฺมิน ในวันที่การสอบสวนจะมีขึ้น
14,42,CLEAN,True,และเจ้าอย่าคิดว่าอัลลอฮฺทรงละเลยต่อสิ่งที่พวกอธรรมปฏิบัติ แท้จริงพระองค์ทรงประวิงเวลาให้พวกเขาจนถึงวันที่สายตาเงยจ้องไม่กระพริบ (วันกิยามะฮ์),และเจ้าอย่าคิดว่าอัลลอฮฺทรงละเลยต่อสิ่งที่พวกอธรรมปฏิบัติ แท้จริงพระองค์ทรงประวิงเวลาให้พวกเขาจนถึงวันที่สายตาเงยจ้องไม่กระพริบ (วันกิยามะฮ์)
14,43,CLEAN,True,พวกเขารีบเร่งเงยศรีษะของพวกเขาขึ้น นัยน์ตาของพวกเขาไม่กระพริบ และจิตใจของพวกเขาลอย,พวกเขารีบเร่งเงยศรีษะของพวกเขาขึ้น นัยน์ตาของพวกเขาไม่กระพริบ และจิตใจของพวกเขาลอย
14,44,CLEAN,True,และจงเตือนมนุษย์ถึงวันที่การลงโทษจะมาหาพวกเขา บรรดาผู้อธรรมจะกล่าวว่า โอ้พระเจ้าของเรา โปรดประวิงเวลาแก่เราจนถึงกำหนดอันใกล้นี้ เพื่อเราจะได้สนองตอบการเชิญชวนของพระองค์ และเราจะปฏิบัติตามบรรดารอซูล และพวกเจ้ามิได้สาบานแต่ก่อนนี้ดอกหรือว่า พวกเจ้านั้นจะไม่สูญสลาย,และจงเตือนมนุษย์ถึงวันที่การลงโทษจะมาหาพวกเขา บรรดาผู้อธรรมจะกล่าวว่า โอ้พระเจ้าของเรา โปรดประวิงเวลาแก่เราจนถึงกำหนดอันใกล้นี้ เพื่อเราจะได้สนองตอบการเชิญชวนของพระองค์ และเราจะปฏิบัติตามบรรดารอซูล และพวกเจ้ามิได้สาบานแต่ก่อนนี้ดอกหรือว่า พวกเจ้านั้นจะไม่สูญสลาย
14,45,CLEAN,True,และพวกเจ้าได้พำนักอยู่ในสถานที่ของบรรดาผู้อธรรมแก่ตัวของพวกเขาเอง และเป็นที่ประจักษ์แจ้งแก่พวกเจ้าแล้วว่า เราได้กระทำแก่พวกเขาอย่างไร และเราได้ยกอุทาหรณ์แก่พวกเจ้าแล้ว,และพวกเจ้าได้พำนักอยู่ในสถานที่ของบรรดาผู้อธรรมแก่ตัวของพวกเขาเอง และเป็นที่ประจักษ์แจ้งแก่พวกเจ้าแล้วว่า เราได้กระทำแก่พวกเขาอย่างไร และเราได้ยกอุทาหรณ์แก่พวกเจ้าแล้ว
14,46,CLEAN,True,และแน่นอนพวกเขาได้วางแผนของพวกเขา และแผนของพวกเขาอยู่ที่อัลลอฮฺ ถึงแม้ว่าแผนของพวกเขาจะทำให้ภูเขาเคลื่อนย้ายไปก็ตาม,และแน่นอนพวกเขาได้วางแผนของพวกเขา และแผนของพวกเขาอยู่ที่อัลลอฮฺ ถึงแม้ว่าแผนของพวกเขาจะทำให้ภูเขาเคลื่อนย้ายไปก็ตาม
14,47,CLEAN,True,และแท้จริงเจ้าอย่าคิดเลยว่า อัลลอฮฺจะทรงเป็นผู้ผิดสัญญากับบรรดารอซูลของพระองค์ แท้จริงอัลลอฮฺนั้นเป็นผู้ทรงเดชานุภาพ ผู้ทรงตอบโต้อย่างเด็ดขาด,และแท้จริงเจ้าอย่าคิดเลยว่า อัลลอฮฺจะทรงเป็นผู้ผิดสัญญากับบรรดารอซูลของพระองค์ แท้จริงอัลลอฮฺนั้นเป็นผู้ทรงเดชานุภาพ ผู้ทรงตอบโต้อย่างเด็ดขาด
14,48,CLEAN,True,วันซึ่งแผ่นดินจะถูกเปลี่ยนเป็นอื่นจากแผ่นดินนี้ และชั้นฟ้าทั้งหลาย (ก็เช่นเดียวกัน) พวกเขาจะปรากฏตัวต่อหน้าอัลลอฮฺ ผู้ทรงเอกะ ผู้ทรงพิชิต,วันซึ่งแผ่นดินจะถูกเปลี่ยนเป็นอื่นจากแผ่นดินนี้ และชั้นฟ้าทั้งหลาย (ก็เช่นเดียวกัน) พวกเขาจะปรากฏตัวต่อหน้าอัลลอฮฺ ผู้ทรงเอกะ ผู้ทรงพิชิต
14,49,SPACING_OPTIMIZED,True,และวันนั้นเจ้าจะเห็นบรรดาอาชญากรถูกล่ามตรึงไว้ด้วยโซ่,และวันนั้นเจ้าจะเห็นบรรดาอาชญากร ถูกล่ามตรึงไว้ด้วยโซ่
14,50,CLEAN,True,เครื่องนุ่งห่มของพวกเขาทำด้วยวัสดุไหม้ไฟ และไฟจะลุกคลุมใบหน้าของพวกเขา,เครื่องนุ่งห่มของพวกเขาทำด้วยวัสดุไหม้ไฟ และไฟจะลุกคลุมใบหน้าของพวกเขา
14,51,SPACING_OPTIMIZED,True,เพื่ออัลลอฮฺจะได้ทรงตอบแทนทุกชีวิตตามที่มันได้แสวงหาไว้ แท้จริงอัลลอฮฺนั้น ทรงฉับพลันในการสอบสวน,เพื่ออัลลอฮฺจะได้ทรงตอบแทนทุกชีวิตตามที่มันได้แสวงหาไว้ แท้จริงอัลลอฮฺนั้นทรงฉับพลันในการสอบสวน
14,52,CLEAN,True,นี่คือการประกาศแก่ปวงมนุษย์ เพื่อพวกเขาจะถูกเตือนด้วยมัน และเพื่อพวกเขาจะได้รู้ว่า แท้จริงพระองค์คือพระเจ้าผู้ทรงเอกะ และเพื่อบรรดาผู้มีสติจะได้รำลึก,นี่คือการประกาศแก่ปวงมนุษย์ เพื่อพวกเขาจะถูกเตือนด้วยมัน และเพื่อพวกเขาจะได้รู้ว่า แท้จริงพระองค์คือพระเจ้าผู้ทรงเอกะ และเพื่อบรรดาผู้มีสติจะได้รำลึก
15,1,CLEAN,True,อะลิฟ ลาม รอ เหล่านี้คือโองการทั้งหลายแห่งคัมภีร์ และเป็นกุรอานอันชัดแจ้ง,อะลิฟ ลาม รอ เหล่านี้คือโองการทั้งหลายแห่งคัมภีร์ และเป็นกุรอานอันชัดแจ้ง
15,2,CLEAN,True,บรรดาผู้ปฏิเสธศรัทธาหวังกันว่า หากพวกเขาได้เป็นมุสลิม,บรรดาผู้ปฏิเสธศรัทธาหวังกันว่า หากพวกเขาได้เป็นมุสลิม
15,3,CLEAN,True,เจ้าจงปล่อยพวกเขาบริโภคและร่าเริง และความหวังจะทำให้พวกเขาลืม แล้วพวกเขาก็จะรู้,เจ้าจงปล่อยพวกเขาบริโภคและร่าเริง และความหวังจะทำให้พวกเขาลืม แล้วพวกเขาก็จะรู้
15,4,CLEAN,True,เรามิได้ทำลายเมืองใด นอกจากว่าได้มีกำหนดเป็นที่รู้กันแก่มันแล้ว,เรามิได้ทำลายเมืองใด นอกจากว่าได้มีกำหนดเป็นที่รู้กันแก่มันแล้ว
15,5,CLEAN,True,ไม่มีประชาชาติใดจะเร่งกำหนดการลงโทษได้ และไม่อาจจะทำให้ล่าช้ากว่ากำหนดได้,ไม่มีประชาชาติใดจะเร่งกำหนดการลงโทษได้ และไม่อาจจะทำให้ล่าช้ากว่ากำหนดได้
15,6,CLEAN,True,และพวกเขากล่าวว่า โอ้ ผู้ซึ่งข้อตักเตือนถูกประทานแก่เขา แท้จริงท่านเป็นคนบ้าอย่างแน่นอน,และพวกเขากล่าวว่า โอ้ ผู้ซึ่งข้อตักเตือนถูกประทานแก่เขา แท้จริงท่านเป็นคนบ้าอย่างแน่นอน
15,7,CLEAN,True,ทำไมท่านไม่นำมะลาอิกะฮฺมาที่เรา หากท่านอยู่ในหมู่ผู้สัตย์จริง,ทำไมท่านไม่นำมะลาอิกะฮฺมาที่เรา หากท่านอยู่ในหมู่ผู้สัตย์จริง
15,8,CLEAN,True,เราจะไม่ส่งมะลาอิกะฮฺลงมา เว้นแต่ด้วยความจริง และดังนั้นพวกเขาไม่ต้องคอย,เราจะไม่ส่งมะลาอิกะฮฺลงมา เว้นแต่ด้วยความจริง และดังนั้นพวกเขาไม่ต้องคอย
15,9,CLEAN,True,แท้จริงเราได้ให้ข้อตักเตือน (อัลกุรอาน) ลงมา และแท้จริงเราเป็นผู้รักษามันอย่างแน่นอน,แท้จริงเราได้ให้ข้อตักเตือน (อัลกุรอาน) ลงมา และแท้จริงเราเป็นผู้รักษามันอย่างแน่นอน
15,10,CLEAN,True,และโดยแน่นอน ก่อนหน้าเจ้านั้นเราได้ส่ง (บรรดารอซูล) มาในหมู่คณะต่าง ๆ เมื่อครั้งสมัยก่อน ๆ,และโดยแน่นอน ก่อนหน้าเจ้านั้นเราได้ส่ง (บรรดารอซูล) มาในหมู่คณะต่าง ๆ เมื่อครั้งสมัยก่อน ๆ
15,11,CLEAN,True,และไม่มีรอซูลคนใดมายังพวกเขา เว้นแต่พวกเขาจะต้องเย้ยหยัน,และไม่มีรอซูลคนใดมายังพวกเขา เว้นแต่พวกเขาจะต้องเย้ยหยัน
15,12,CLEAN,True,ในทำนองนั้น เราได้ทำให้มันอยู่ในจิตใจของพวกอาชญากร,ในทำนองนั้น เราได้ทำให้มันอยู่ในจิตใจของพวกอาชญากร
15,13,CLEAN,True,พวกเขาจะไม่ศรัทธาต่ออัลกุรอาน และแน่นอนแบบอย่างของคนรุ่นก่อน ๆ ได้ล่วงลับไปแล้ว,พวกเขาจะไม่ศรัทธาต่ออัลกุรอาน และแน่นอนแบบอย่างของคนรุ่นก่อน ๆ ได้ล่วงลับไปแล้ว
15,14,CLEAN,True,และหากเราเปิดประตูแห่งชั้นฟ้าแก่พวกเขา แล้วพวกเขาจะขึ้นต่อไปเรื่อย ๆ,และหากเราเปิดประตูแห่งชั้นฟ้าแก่พวกเขา แล้วพวกเขาจะขึ้นต่อไปเรื่อย ๆ
15,15,SPACING_OPTIMIZED,True,แน่นอนพวกเขาจะกล่าวว่า แท้จริงสายตาของพวกเราถูกปิดกั้น ไม่แต่เพียงเท่านั้น พวกเรายังเป็นกลุ่มชนที่ถูกเวทมนตร์อีกด้วย,แน่นอน พวกเขาจะกล่าวว่า แท้จริงสายตาของพวกเราถูกปิดกั้น ไม่แต่เพียงเท่านั้น พวกเรายังเป็นกลุ่มชนที่ถูกเวทมนตร์อีกด้วย
15,16,CLEAN,True,และโดยแน่นอน เราให้มีหมู่ดวงดาวในท้องฟ้า และเราได้ประดับมันให้สวยงามแก่บรรดาผู้เฝ้ามอง,และโดยแน่นอน เราให้มีหมู่ดวงดาวในท้องฟ้า และเราได้ประดับมันให้สวยงามแก่บรรดาผู้เฝ้ามอง
15,17,SPACING_OPTIMIZED,True,และเราได้รักษามันให้พ้นจากชัยฏอนทุกตัวที่ถูกสาปแช่ง,และเราได้รักษามันให้พ้นจากชัยฏอนทุกตัว ที่ถูกสาปแช่ง
15,18,SPACING_OPTIMIZED,True,เว้นแต่ผู้ที่แอบฟัง ดังนั้นดวงดาวที่ลุกโชติช่วงจะตามติดเผามัน,เว้นแต่ผู้ที่แอบฟัง ดังนั้น ดวงดาวที่ลุกโชติช่วงจะตามติดเผามัน
15,19,SPACING_OPTIMIZED,True,และแผ่นดินนั้นเราได้แผ่มันออกไป และเราได้ทำให้มีเทือกเขาเป็นที่ยึดอย่างมั่นคง และเราได้ให้ทุกสิ่งงอกเงยอย่างสมดุลย์,และแผ่นดินนั้น เราได้แผ่มันออกไป และเราได้ทำให้มีเทือกเขาเป็นที่ยึดอย่างมั่นคง และเราได้ให้ทุกสิ่งงอกเงยอย่างสมดุลย์
15,20,SPACING_OPTIMIZED,True,และในแผ่นดินนั้นเราได้ทำให้มีเครื่องยังชีพแก่พวกเจ้า และแก่ผู้ที่พวกเจ้ามิได้เป็นผู้ให้ริซกีแก่เขา,และในแผ่นดินนั้น เราได้ทำให้มีเครื่องยังชีพแก่พวกเจ้า และแก่ผู้ที่พวกเจ้ามิได้เป็นผู้ให้ริซกีแก่เขา
15,21,SPACING_OPTIMIZED,True,และไม่มีสิ่งใด (เครื่องยังชีพ) เว้นแต่ที่เรานั้นมีคลังของมัน และเราจะไม่ให้มันลงมานอกจากตามสภาวะที่ได้ถูกกำหนดไว้แล้ว,และไม่มีสิ่งใด (เครื่องยังชีพ) เว้นแต่ที่เรานั้นมีคลังของมัน และเราจะไม่ให้มันลงมา นอกจากตามสภาวะที่ได้ถูกกำหนดไว้แล้ว
15,22,CLEAN,True,และเราได้ส่งลมผสมเกสร แล้วเราได้ให้น้ำลงมาจากฟากฟ้า แล้วเราได้ให้พวกเจ้าดื่มมัน และพวกเจ้าก็มิได้เป็นผู้สะสมมันไว้,และเราได้ส่งลมผสมเกสร แล้วเราได้ให้น้ำลงมาจากฟากฟ้า แล้วเราได้ให้พวกเจ้าดื่มมัน และพวกเจ้าก็มิได้เป็นผู้สะสมมันไว้
15,23,SPACING_OPTIMIZED,True,และโดยแน่นอนเราเป็นผู้ให้ชีวิต และเราเป็นผู้ให้ตาย และเราเป็นผู้คงอยู่แต่ผู้เดียว,และโดยแน่นอน เราเป็นผู้ให้ชีวิต และเราเป็นผู้ให้ตาย และเราเป็นผู้คงอยู่แต่ผู้เดียว
15,24,SPACING_OPTIMIZED,True,และโดยแน่นอน เรารอบรู้กลุ่มชนก่อนพวกเจ้า และโดยแน่นอนเรารอบรู้กลุ่มชนรุ่นหลัง,และโดยแน่นอน เรารอบรู้กลุ่มชนก่อนพวกเจ้า และโดยแน่นอน เรารอบรู้กลุ่มชนรุ่นหลัง
15,25,SPACING_OPTIMIZED,True,และแท้จริง พระเจ้าของเจ้าคือผู้ทรงชุมนุมพวกเขา แท้จริงพระองค์เป็นผู้ทรงปรีชาญาณผู้ทรงรอบรู้,และแท้จริงพระเจ้าของเจ้าคือผู้ทรงชุมนุมพวกเขา แท้จริงพระองค์เป็นผู้ทรงปรีชาญาณ ผู้ทรงรอบรู้
15,26,SPACING_OPTIMIZED,True,และโดยแน่นอน เราได้สร้างมนุษย์จากดินแห้ง จากดินดำเป็นตม,และโดยแน่นอน เราได้สร้างมนุษย์ จากดินแห้ง จากดินดำเป็นตม
15,27,CLEAN,True,และญินนั้น เราได้สร้างมันมาก่อน จากไฟของลมร้อน,และญินนั้น เราได้สร้างมันมาก่อน จากไฟของลมร้อน
15,28,SPACING_OPTIMIZED,True,และจงรำลึกเมื่อพระเจ้าของเจ้าตรัสแก่มะลาอิกะฮฺว่า แท้จริงข้าเป็นผู้สร้างมนุษย์จากดินแห้ง จากดินดำเป็นตม,และจงรำลึก เมื่อพระเจ้าของเจ้าตรัสแก่มะลาอิกะฮฺว่า แท้จริงข้าเป็นผู้สร้างมนุษย์จากดินแห้ง จากดินดำเป็นตม
15,29,SPACING_OPTIMIZED,True,ดังนั้น เมื่อข้าได้ทำให้เขามีรูปร่างสมส่วนและเป่าวิญญาณจากข้าเข้าไปในตัวเขา ฉะนั้นพวกเจ้าจงก้มลงสุญูดต่อเขา,ดังนั้นเมื่อข้าได้ทำให้เขามีรูปร่างสมส่วน และเป่าวิญญาณจากข้าเข้าไปในตัวเขา ฉะนั้นพวกเจ้าจงก้มลงสุญูดต่อเขา
15,30,CLEAN,True,ดังนั้น มะลาอิกะฮฺทั้งหมดได้ก้มลงสุญูด,ดังนั้น มะลาอิกะฮฺทั้งหมดได้ก้มลงสุญูด
15,31,SPACING_OPTIMIZED,True,เว้นแต่อิบลีส มันปฏิเสธที่จะอยู่ร่วมกับบรรดาผู้สุญูด,เว้นแต่ อิบลีส มันปฏิเสธที่จะอยู่ร่วมกับบรรดาผู้สุญูด
15,32,CLEAN,True,พระองค์ตรัสว่า โอ้ อิบลีส ทำไมเจ้าจึงไม่อยู่ร่วมกับบรรดาผู้สุญูด,พระองค์ตรัสว่า โอ้ อิบลีส ทำไมเจ้าจึงไม่อยู่ร่วมกับบรรดาผู้สุญูด
15,33,SPACING_OPTIMIZED,True,มันกล่าวว่า ข้าพระองค์จะไม่สุญูดต่อมนุษย์ที่พระองค์ทรงสร้างเขาจากดินแห้ง จากดินดำเป็นตม,มันกล่าวว่า ข้าพระองค์จะไม่สุญูดต่อมนุษย์ ที่พระองค์ทรงสร้างเขาจากดินแห้ง จากดินดำเป็นตม
15,34,CLEAN,True,พระองค์ตรัสว่า ดังนั้นเจ้าจงออกไปจากที่นี่ แท้จริงเจ้าเป็นผู้ถูกขับไล่,พระองค์ตรัสว่า ดังนั้นเจ้าจงออกไปจากที่นี่ แท้จริงเจ้าเป็นผู้ถูกขับไล่
15,35,CLEAN,True,และแท้จริง การสาปแช่งจงประสบแก่เจ้า จนกระทั่งวันแห่งการตอบแทน,และแท้จริง การสาปแช่งจงประสบแก่เจ้า จนกระทั่งวันแห่งการตอบแทน
15,36,SPACING_OPTIMIZED,True,มันกล่าวว่า โอ้พระเจ้าของข้าพระองค์ ได้โปรดประวิงเวลาให้แก่ข้าพระองค์จนถึงวันฟื้นคืนชีพด้วยเถิด,มันกล่าวว่า โอ้พระเจ้าของข้าพระองค์ ได้โปรดประวิงเวลาให้แก่ข้าพระองค์ จนถึงวันฟื้นคืนชีพด้วยเถิด
15,37,SPACING_OPTIMIZED,True,พระองค์ตรัสว่า ดังนั้น แท้จริงเจ้าอยู่ในหมู่ผู้ถูกประวิงเวลา,พระองค์ตรัสว่า ดังนั้นแท้จริงเจ้าอยู่ในหมู่ผู้ถูกประวิงเวลา
15,38,CLEAN,True,จนกระทั่งถึงวันแห่งเวลาที่ถูกกำหนดไว้แล้ว,จนกระทั่งถึงวันแห่งเวลาที่ถูกกำหนดไว้แล้ว
