surah,ayah,issue_type,explanation,target_phrase,replacement_phrase,guardrail_status,original_thai,proposed_thai,arabic_anchor,malay_anchor,malay_reference,arabic_text,reviewer_decision
17,46,MISTRANSLATION,คำว่า 'أَكِنَّةً' หมายถึงเครื่องห่อหุ้มหรือเครื่องปิดกั้น (covers/veils) ไม่ใช่เพียงแค่ 'ฝาปิด' และเพื่อให้ตรงตามรูปประโยคและหลักตบีร์ (เช่นเดียวกับ 'وَعْرًا' ที่หมายถึงความหนาแน่นหรือการตื้อในหู),บนหัวใจของพวกเขา,บนหัวใจของพวกเขามีเครื่องกีดขวาง,PASSED_GUARDRAIL,และเราได้ทำฝาปิดบนหัวใจของพวกเขาเพื่อมิให้พวกเขาเข้าใจมัน (อัลกุรอาน) และในหูของพวกเขานั้นหนวกและเมื่อเจ้ากล่าวถึงพระเจ้าของเจ้าในอัลกุรอานเพียงองค์เดียว พวกเขาก็ผินหลังของพวกเขาเตลิดหนี,และเราได้ทำฝาปิดบนหัวใจของพวกเขามีเครื่องกีดขวางเพื่อมิให้พวกเขาเข้าใจมัน (อัลกุรอาน) และในหูของพวกเขานั้นหนวกและเมื่อเจ้ากล่าวถึงพระเจ้าของเจ้าในอัลกุรอานเพียงองค์เดียว พวกเขาก็ผินหลังของพวกเขาเตลิดหนี,,,"Dan Kami jadikan (perasaan itu sebagai) tutupan yang berlapis-lapis atas hati mereka, juga sebagai penyumbat pada telinga mereka, yang menghalang mereka dari memahami dan mendengar kebenaran Al-Quran; dan sebab itulah apabila engkau menyebut nama Tuhanmu sahaja di dalam Al-Quran, mereka berpaling undur melarikan diri.",وَجَعَلۡنَا عَلَىٰ قُلُوبِهِمۡ أَكِنَّةً أَن يَفۡقَهُوهُ وَفِيٓ ءَاذَانِهِمۡ وَقۡرٗاۚ وَإِذَا ذَكَرۡتَ رَبَّكَ فِي ٱلۡقُرۡءَانِ وَحۡدَهُۥ وَلَّوۡاْ عَلَىٰٓ أَدۡبَٰرِهِمۡ نُفُورٗا | ٤٦,
17,50,MISTRANSLATION,"Arabic imperative 'كُونُواْ' means 'be you' (จงเป็น), whereas 'หากพวกท่านเป็น' translates to a conditional 'if you are', which is a severe mistranslation of the command.",หากพวกท่านเป็นหินหรือเหล็ก,จงเป็นหินหรือเหล็กเสียเถิด,PASSED_GUARDRAIL,จงกล่าวเถิด (มุฮัมมัด) หากพวกท่านเป็นหินหรือเหล็ก,จงกล่าวเถิด (มุฮัมมัด) จงเป็นหินหรือเหล็กเสียเถิด,,,"Katakanlah (wahai Muhammad):"" Jadilah kamu batu atau besi -",۞ قُلۡ كُونُواْ حِجَارَةً أَوۡ حَدِيدًا | ٥٠,
17,54,TYPO,Fix spacing/concatenation of words in Thai v3 where clauses were improperly fused ('ดียิ่งหาก' and 'ประสงค์พระองค์').,دียิ่งหากพระองค์ทรงประสงค์พระองค์,ดียิ่ง หากพระองค์ทรงประสงค์ พระองค์,Target phrase 'دียิ่งหากพระองค์ทรงประสงค์พระองค์' was not found verbatim in master Thai verse.,พระเจ้าของพวกเจ้าทรงรู้จักพวกเจ้าดียิ่งหากพระองค์ทรงประสงค์พระองค์ก็จะทรงเมตตาพวกเจ้าหรือหากพระองค์ทรงประสงค์พระองค์ก็จะทรงลงโทษพวกเจ้า และเรามิได้ส่งเจ้ามาเป็นผู้คุ้มครองพวกเขาแต่ประการใด,พระเจ้าของพวกเจ้าทรงรู้จักพวกเจ้าดียิ่งหากพระองค์ทรงประสงค์พระองค์ก็จะทรงเมตตาพวกเจ้าหรือหากพระองค์ทรงประสงค์พระองค์ก็จะทรงลงโทษพวกเจ้า และเรามิได้ส่งเจ้ามาเป็นผู้คุ้มครองพวกเขาแต่ประการใด,,,"Tuhan kamu lebih mengetahui akan keadaan kamu; jika Ia kehendaki, Ia akan memberi rahmat kepada kamu; atau jika Ia kehendaki, Ia akan menyeksa kamu. Dan Kami tidak mengutusmu kepada mereka (wahai Muhammad), sebagai wakil yang menguasai urusan mereka.",رَّبُّكُمۡ أَعۡلَمُ بِكُمۡۖ إِن يَشَأۡ يَرۡحَمۡكُمۡ أَوۡ إِن يَشَأۡ يُعَذِّبۡكُمۡۚ وَمَآ أَرۡسَلۡنَٰكَ عَلَيۡهِمۡ وَكِيلٗا | ٥٤,
17,62,MISTRANSLATION,"The Arabic verb 'لأحْتَنِكَنَّ' derived from 'حَنَك' means to master them, bring them under control, or lead them astray (similar to pulling a camel by its halter), not 'to utterly destroy' (ทำลายล้าง...ให้หมดสิ้น), aligning with standard classical exegesis and the Malay cross-reference 'memancing menyesatkan'.",แน่นนอนฉันจะทำลายล้างลูกหลานของเขาให้หมดสิ้น,แน่นอนฉันจะครอบงำ (และควบคุม) ลูกหลานของเขา,Target phrase 'แน่นนอนฉันจะทำลายล้างลูกหลานของเขาให้หมดสิ้น' was not found verbatim in master Thai verse.,มันกล่าวว่า พระองค์ทรงเห็นแล้วมิใช่หรือ เขาผู้นี้ที่พระองค์ทรงให้เกียรติมากกว่าฉันหากพระองค์โปรดประวิงเวลาแก่ฉันจนถึงวันกิยามะฮฺ แน่นอนฉันจะทำลายล้างลูกหลานของเขาให้หมดสิ้น เว้นแต่เพียงเล็กน้อย,มันกล่าวว่า พระองค์ทรงเห็นแล้วมิใช่หรือ เขาผู้นี้ที่พระองค์ทรงให้เกียรติมากกว่าฉันหากพระองค์โปรดประวิงเวลาแก่ฉันจนถึงวันกิยามะฮฺ แน่นอนฉันจะทำลายล้างลูกหลานของเขาให้หมดสิ้น เว้นแต่เพียงเล็กน้อย,,,"Ia berkata lagi: ""Khabarkanlah kepadaku, inikah orangnya yang Engkau muliakan mengatasiku? Jika Engkau beri tempoh kepadaku hingga hari kiamat, tentulah aku akan memancing menyesatkan zuriat keturunannya, kecuali sedikit (di antaranya)"".",قَالَ أَرَءَيۡتَكَ هَٰذَا ٱلَّذِي كَرَّمۡتَ عَلَيَّ لَئِنۡ أَخَّرۡتَنِ إِلَىٰ يَوۡمِ ٱلۡقِيَٰمَةِ لَأَحۡتَنِكَنَّ ذُرِّيَّتَهُۥٓ إِلَّا قَلِيلٗا | ٦٢,
17,69,MISTRANSLATION,"The Arabic phrase 'تَبِيعًا' means someone who pursues or demands something (as in taking revenge or demanding accountability), and 'عَلَيْنَا' means against Us. Translating it as 'แก้แค้นแทนเรา' (revenging for us) reverses the direction of the pronoun and misinterprets 'تَبِيعًا' (pursuer/avenger against us).",แก้แค้นแทนเรา,ตามทวงถามเรื่องนั้นจากเรา,PASSED_GUARDRAIL,หรือพวกเจ้าจะปลอดภัยละหรือ หากพระองค์จะทรงนำพวกเจ้ากลับไปในนั้นอีกครั้งหนึ่ง แล้วทรงส่งลมพายุร้ายกระหน่ำพวกเจ้า แล้วให้พวกเจ้าจมน้ำตายเพราะพวกเจ้าเนรคุณหลังจากนั้นพวกเจ้าก็จะไม่พบผู้ใดแก้แค้นแทนเรา,หรือพวกเจ้าจะปลอดภัยละหรือ หากพระองค์จะทรงนำพวกเจ้ากลับไปในนั้นอีกครั้งหนึ่ง แล้วทรงส่งลมพายุร้ายกระหน่ำพวกเจ้า แล้วให้พวกเจ้าจมน้ำตายเพราะพวกเจ้าเนรคุณหลังจากนั้นพวกเจ้าก็จะไม่พบผู้ใดตามทวงถามเรื่องนั้นจากเรา,,,"Atau adakah kamu merasa aman (dan tidak memikirkan) bahawa Allah akan mengembalikan kamu sekali lagi ke laut, kemudian Ia menghantarkan kepada kamu angin ribut yang memecah belahkan segala yang dirempuhnya, lalu Ia mengaramkan kamu dengan sebab kekufuran kamu; kemudian kamu tidak beroleh sesiapapun yang boleh menuntut bela tentang itu terhadap Kami?",أَمۡ أَمِنتُمۡ أَن يُعِيدَكُمۡ فِيهِ تَارَةً أُخۡرَىٰ فَيُرۡسِلَ عَلَيۡكُمۡ قَاصِفٗا مِّنَ ٱلرِّيحِ فَيُغۡرِقَكُم بِمَا كَفَرۡتُمۡ ثُمَّ لَا تَجِدُواْ لَكُمۡ عَلَيۡنَا بِهِۦ تَبِيعٗا | ٦٩,
17,91,TYPO,Correcting a Thai typographical error ('ท่านกลางมัน' to 'ท่ามกลางมัน' meaning 'in the midst of it' corresponding to خِلَالَهَا).,ท่านกลางมัน,ท่ามกลางมัน,PASSED_GUARDRAIL,หรือให้ท่านมีสวนอินทผลัม และองุ่น ให้มันแยกเป็นลำน้ำหลายสาย พวยพุ่งออกมาท่านกลางมัน,หรือให้ท่านมีสวนอินทผลัม และองุ่น ให้มันแยกเป็นลำน้ำหลายสาย พวยพุ่งออกมาท่ามกลางมัน,,,"Atau (sehingga) engkau mempunyai kebun dari pohon-pohon tamar dan anggur, kemudian engkau mengalirkan sungai-sungai dari celah-celahnya dengan aliran yang terpancar terus-menerus.",أَوۡ تَكُونَ لَكَ جَنَّةٞ مِّن نَّخِيلٖ وَعِنَبٖ فَتُفَجِّرَ ٱلۡأَنۡهَٰرَ خِلَٰلَهَا تَفۡجِيرًا | ٩١,
17,95,TYPO,Correction of a typographical error and imprecise rendering of 'مَلَكًا رَّسُولًا' (a messenger angel) corresponding to standard Thai Quranic terminology.,มะลักหนึ่ง,มะลาอิกะฮฺที่เป็น,PASSED_GUARDRAIL,จงกล่าวเถิด (มุฮัมมัด) หากมะลาอิกะฮฺเดินสัญจรอย่างสงบในแผ่นดิน แน่นอน เราจะส่งมะลักหนึ่งลงมาจากฟากฟ้า เป็นรอซูลแก่พวกเขา,จงกล่าวเถิด (มุฮัมมัด) หากมะลาอิกะฮฺเดินสัญจรอย่างสงบในแผ่นดิน แน่นอน เราจะส่งมะลาอิกะฮฺที่เป็นลงมาจากฟากฟ้า เป็นรอซูลแก่พวกเขา,,,"Katakanlah (wahai Muhammad): ""Kalau ada di bumi, malaikat yang berjalan serta tinggal mendiaminya, tentulah kami akan turunkan kepada mereka dari langit, malaikat yang menjadi rasul"".",قُل لَّوۡ كَانَ فِي ٱلۡأَرۡضِ مَلَٰٓئِكَةٞ يَمۡشُونَ مُطۡمَئِنِّينَ لَنَزَّلۡنَا عَلَيۡهِم مِّنَ ٱلسَّمَآءِ مَلَكٗا رَّسُولٗا | ٩٥,
17,96,MISTRANSLATION,"The original Arabic text ends with 'خَبِيرَۢا بَصِيرٗا' which corresponds to attributes of deep awareness (خبير) and watchful sight (بصير) regarding His servants, which is better aligned with the meaning of fully knowing and seeing their affairs.",แท้จริง พระองค์เป็นผู้ทรงรอบรู้ ทรงมองเห็นปวงบ่าวของพระองค์,แท้จริงพระองค์ทรงรอบรู้ ทรงเห็นปวงบ่าวของพระองค์เป็นอย่างดี,PASSED_GUARDRAIL,จงกล่าวเถิด (มุฮัมมัด) พอเพียงแล้วที่อัลลอฮฺทรงเป็นพยาน ระหว่างฉันและพวกท่าน แท้จริง พระองค์เป็นผู้ทรงรอบรู้ ทรงมองเห็นปวงบ่าวของพระองค์,จงกล่าวเถิด (มุฮัมมัด) พอเพียงแล้วที่อัลลอฮฺทรงเป็นพยาน ระหว่างฉันและพวกท่าน แท้จริงพระองค์ทรงรอบรู้ ทรงเห็นปวงบ่าวของพระองค์เป็นอย่างดี,,,"Katakanlah lagi: ""Cukuplah Allah menjadi saksi antaraku dengan kamu; sesungguhnya adalah Ia Amat Mendalam pengetahuanNya, lagi Amat Melihat akan keadaan hamba-hambaNya"".",قُلۡ كَفَىٰ بِٱللَّهِ شَهِيدَۢا بَيۡنِي وَبَيۡنَكُمۡۚ إِنَّهُۥ كَانَ بِعِبَادِهِۦ خَبِيرَۢا بَصِيرٗا | ٩٦,
18,20,OMISSION,"The Arabic text concludes with أَبَدًا (ever/forever), which corresponds to the Malay 'selama-lamanya'. The omission of 'ตลอดกาล' leaves out the permanent aspect of 'أَبَدًا'.",และเมื่อนั้นพวกท่านจะไม่บรรลุความสำเร็จเลย,และเมื่อนั้นพวกท่านจะไม่บรรลุความสำเร็จเลยตลอดกาล,PASSED_GUARDRAIL,แท้จริงพวกเขานั้น หากพวกเขารู้เรื่องของพวกท่าน พวกเขาจะเอาก้อนหินขว้างพวกท่านหรือนำพวกท่านกลับไปนับถือศาสนาของพวกเขา และเมื่อนั้นพวกท่านจะไม่บรรลุความสำเร็จเลย,แท้จริงพวกเขานั้น หากพวกเขารู้เรื่องของพวกท่าน พวกเขาจะเอาก้อนหินขว้างพวกท่านหรือนำพวกท่านกลับไปนับถือศาสนาของพวกเขา และเมื่อนั้นพวกท่านจะไม่บรรลุความสำเร็จเลยตลอดกาล,,,"""Sesungguhnya, kalaulah mereka mengetahui hal kamu, tentulah mereka akan merejam dengan membunuh kamu, atau mereka akan mengembalikan kamu kepada ugama mereka (secara paksa); dan jika berlaku demikian, kamu tidak sekali-kali akan berjaya selama-lamanya"".",إِنَّهُمۡ إِن يَظۡهَرُواْ عَلَيۡكُمۡ يَرۡجُمُوكُمۡ أَوۡ يُعِيدُوكُمۡ فِي مِلَّتِهِمۡ وَلَن تُفۡلِحُوٓاْ إِذًا أَبَدٗا | ٢٠,
18,26,MISTRANSLATION,"The original Arabic phrase 'وَلَا يُشۡرِكُ فِي حُكۡمِهِۦٓ أَحَدٗا' means 'and He does not share His legislation/judgment with anyone', corresponding to Malay 'Ia tidak menjadikan sesiapapun masuk campur dalam hukumNya'. The current Thai phrasing 'พระองค์ไม่ทรงรับรู้ผู้ใด เข้าร่วมภาคี' distorts the meaning of 'yushrik' (associating partners in His judgment/ حكم).",พระองค์ไม่ทรงรับรู้ผู้ใด เข้าร่วมภาคีในการปกครองของพระองค์,และพระองค์ไม่ทรงให้ผู้ใดมีส่วนร่วมในอำนาจการตัดสินของพระองค์,PASSED_GUARDRAIL,จงกล่าวเถิด (มุฮัมมัด) อัลลอฮฺทรงรู้ดียิ่งว่าพวกเขาพำนักอยู่นานเท่าใด สำหรับพระองค์นั้นทรงรู้สิ่งพ้นญาณวิสัย ในชั้นฟ้าทั้งหลายและแผ่นดิน พระองค์ทรงเห็นชัดและทรงฟังชัดทุกสิ่งทุกอย่าง ไม่มีผู้คุ้มครองใดสำหรับพวกเขาอื่นจากพระองค์ พระองค์ไม่ทรงรับรู้ผู้ใด เข้าร่วมภาคีในการปกครองของพระองค์,จงกล่าวเถิด (มุฮัมมัด) อัลลอฮฺทรงรู้ดียิ่งว่าพวกเขาพำนักอยู่นานเท่าใด สำหรับพระองค์นั้นทรงรู้สิ่งพ้นญาณวิสัย ในชั้นฟ้าทั้งหลายและแผ่นดิน พระองค์ทรงเห็นชัดและทรงฟังชัดทุกสิ่งทุกอย่าง ไม่มีผู้คุ้มครองใดสำหรับพวกเขาอื่นจากพระองค์ และพระองค์ไม่ทรงให้ผู้ใดมีส่วนร่วมในอำนาจการตัดสินของพระองค์,,,"Katakanlah (wahai Muhammad): ""Allah jua yang mengetahui tentang masa mereka tidur; bagiNya lah tertentu ilmu pengetahuan segala rahsia langit dan bumi; terang sungguh penglihatanNya (terhadap segala-galanya)! Tidak ada bagi penduduk langit dan bumi pengurus selain daripadaNya dan Ia tidak menjadikan sesiapapun masuk campur dalam hukumNya.",قُلِ ٱللَّهُ أَعۡلَمُ بِمَا لَبِثُواْۖ لَهُۥ غَيۡبُ ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضِۖ أَبۡصِرۡ بِهِۦ وَأَسۡمِعۡۚ مَا لَهُم مِّن دُونِهِۦ مِن وَلِيّٖ وَلَا يُشۡرِكُ فِي حُكۡمِهِۦٓ أَحَدٗا | ٢٦,
18,28,MISTRANSLATION,The Arabic phrase 'وَكَانَ أَمْرُهُۥ فُرُطٗا' (and his case/affair has been neglected or exceeded all bounds/excessive) corresponds to Malay 'melampaui kebenaran'. Translating 'فُرُطٗا' as 'พินาศสูญหาย' (destroyed/lost) is a severe mistranslation; it means going to extremes or being unregulated/negligent.,และกิจการของเขาพินาศสูญหาย,และกิจการของเขาเหลวไหลล่วงเกินขอบเขต,PASSED_GUARDRAIL,และจงอดทนต่อตัวของเจ้า ร่วมกับบรรดาผู้วิงวอนต่อพระผู้เป็นเจ้าของพวกเขา ทั้งยามเช้าและยามเย็น โดยปรารถนา ความโปรดปรานของพระองค์ และอย่าให้สายตาของเจ้าหันเหออกจากพวกเขา ขณะที่เจ้าประสงค์ความสวยงามแห่งชีวิตของโลกนี้ และเจ้าอย่าเชื่อฟังผู้ที่เราทำให้หัวใจของเขาละเลยจากการรำลึกถึงเรา และปฏิบัติตามอารมณ์ต่ำของเขา และกิจการของเขาพินาศสูญหาย,และจงอดทนต่อตัวของเจ้า ร่วมกับบรรดาผู้วิงวอนต่อพระผู้เป็นเจ้าของพวกเขา ทั้งยามเช้าและยามเย็น โดยปรารถนา ความโปรดปรานของพระองค์ และอย่าให้สายตาของเจ้าหันเหออกจากพวกเขา ขณะที่เจ้าประสงค์ความสวยงามแห่งชีวิตของโลกนี้ และเจ้าอย่าเชื่อฟังผู้ที่เราทำให้หัวใจของเขาละเลยจากการรำลึกถึงเรา และปฏิบัติตามอารมณ์ต่ำของเขา และกิจการของเขาเหลวไหลล่วงเกินขอบเขต,,,"Dan jadikanlah dirimu sentiasa berdamping rapat dengan orang-orang yang beribadat kepada Tuhan mereka pada waktu pagi dan petang, yang mengharapkan keredaan Allah semata-mata; dan janganlah engkau memalingkan pandanganmu daripada mereka hanya kerana engkau mahukan kesenangan hidup di dunia; dan janganlah engkau mematuhi orang yang Kami ketahui hatinya lalai daripada mengingati dan mematuhi pengajaran Kami di dalam Al-Quran, serta ia menurut hawa nafsunya, dan tingkah-lakunya pula adalah melampaui kebenaran.",وَٱصۡبِرۡ نَفۡسَكَ مَعَ ٱلَّذِينَ يَدۡعُونَ رَبَّهُم بِٱلۡغَدَوٰةِ وَٱلۡعَشِيِّ يُرِيدُونَ وَجۡهَهُۥۖ وَلَا تَعۡدُ عَيۡنَاكَ عَنۡهُمۡ تُرِيدُ زِينَةَ ٱلۡحَيَوٰةِ ٱلدُّنۡيَاۖ وَلَا تُطِعۡ مَنۡ أَغۡفَلۡنَا قَلۡبَهُۥ عَن ذِكۡرِنَا وَٱتَّبَعَ هَوَىٰهُ وَكَانَ أَمۡرُهُۥ فُرُطٗا | ٢٨,
18,31,OMISSION,"Omitted the word 'ที่' before 'พำนัก' which corresponds to 'مُرْتَفَقًا' (place of rest/recline), making the Thai sentence grammatically incomplete.",เป็นพำนักที่ดีเยี่ยม,เป็นที่พำนักที่ดีเยี่ยม,PASSED_GUARDRAIL,ชนเหล่านั้นแหละ สำหรับพวกเขาจะได้รับสวนสวรรค์หลากหลายเป็นที่พำนัก มีลำน้ำหลายสายไหลผ่าน ณ เบื้องล่างของพวกเขา ในสวนสวรรค์พวกเขาจะได้ประดับกำไลทอง และสวมอาภรณ์สีเขียวทำด้วยผ้าไหมละเอียดและผ้าไหมหยาบ นอนเอกเขนกบนเตียงในสวรรค์ เป็นการตอบแทนที่ดียิ่งและเป็นพำนักที่ดีเยี่ยม,ชนเหล่านั้นแหละ สำหรับพวกเขาจะได้รับสวนสวรรค์หลากหลายเป็นที่พำนัก มีลำน้ำหลายสายไหลผ่าน ณ เบื้องล่างของพวกเขา ในสวนสวรรค์พวกเขาจะได้ประดับกำไลทอง และสวมอาภรณ์สีเขียวทำด้วยผ้าไหมละเอียดและผ้าไหมหยาบ นอนเอกเขนกบนเตียงในสวรรค์ เป็นการตอบแทนที่ดียิ่งและเป็นที่พำนักที่ดีเยี่ยม,,,"Mereka itu, disediakan baginya syurga yang kekal, yang mengalir di bawahnya beberapa sungai; mereka dihiaskan di dalamnya dengan gelang-gelang tangan emas, dan memakai pakaian hijau dari sutera yang nipis dan sutera tebal yang bersulam; mereka berehat di dalamnya dengan berbaring di atas pelamin-pelamin (yang berhias). Demikian itulah balasan yang sebaik-baiknya dan demikian itulah Syurga tempat berehat yang semolek-moleknya.",أُوْلَٰٓئِكَ لَهُمۡ جَنَّٰتُ عَدۡنٖ تَجۡرِي مِن تَحۡتِهِمُ ٱلۡأَنۡهَٰرُ يُحَلَّوۡنَ فِيهَا مِنۡ أَسَاوِرَ مِن ذَهَبٖ وَيَلۡبَسُونَ ثِيَابًا خُضۡرٗا مِّن سُندُسٖ وَإِسۡتَبۡرَقٖ مُّتَّكِـِٔينَ فِيهَا عَلَى ٱلۡأَرَآئِكِۚ نِعۡمَ ٱلثَّوَابُ وَحَسُنَتۡ مُرۡتَفَقٗا | ٣١,
18,57,OMISSION,The Arabic clause وَفِيٓ ءَاذَانِهِمۡ وَقۡرٗا (And in their ears is deafness/a heaviness) is slightly incomplete in the Thai translation structure. It should correspond accurately to having deafness in their ears.,และในหูของพวกเขานั้นหนวก,และในหูของพวกเขามีความหนวก,PASSED_GUARDRAIL,และผู้ใดจะอธรรมยิ่งไปกว่าผู้ที่ถูกตักเตือนให้รำลึก ด้วยโองการทั้งหลายของพระผู้เป็นเจ้าของเขา แล้วเขาก็หันหลังห่างออกไป แล้วลืมสิ่งที่มือทั้งสองของเขาประกอบไว้ แท้จริงเราได้ทำฝาปิดบนหัวใจของพวกเขา ในการที่พวกเขาจะเข้าใจมัน และในหูของพวกเขานั้นหนวก และถ้าเจ้าเรียกร้องพวกเขาไปสู่แนวทางที่ถูกต้อง พวกเขาจะไม่อยู่ในแนวทางที่ถูกต้องนั้นเลย,และผู้ใดจะอธรรมยิ่งไปกว่าผู้ที่ถูกตักเตือนให้รำลึก ด้วยโองการทั้งหลายของพระผู้เป็นเจ้าของเขา แล้วเขาก็หันหลังห่างออกไป แล้วลืมสิ่งที่มือทั้งสองของเขาประกอบไว้ แท้จริงเราได้ทำฝาปิดบนหัวใจของพวกเขา ในการที่พวกเขาจะเข้าใจมัน และในหูของพวกเขามีความหนวก และถ้าเจ้าเรียกร้องพวกเขาไปสู่แนวทางที่ถูกต้อง พวกเขาจะไม่อยู่ในแนวทางที่ถูกต้องนั้นเลย,,,"Dan tidaklah ada yang lebih zalim daripada orang yang diberi ingat dengan ayat-ayat Tuhannya, lalu ia berpaling daripadanya dan lupa akan apa yang telah dilakukan oleh kedua tangannya; sesungguhnya (disebabkan bawaan mereka yang buruk itu) Kami jadikan tutupan berlapis-lapis atas hati mereka, menghalang mereka daripada memahaminya, dan (Kami jadikan) pada telinga mereka penyumbat (yang menyebabkan mereka pekak). Dan jika engkau menyeru mereka kepada petunjuk, maka dengan keadaan yang demikian, mereka tidak sekali-kali akan beroleh hidayah petunjuk selama-lamanya.",وَمَنۡ أَظۡلَمُ مِمَّن ذُكِّرَ بِـَٔايَٰتِ رَبِّهِۦ فَأَعۡرَضَ عَنۡهَا وَنَسِيَ مَا قَدَّمَتۡ يَدَاهُۚ إِنَّا جَعَلۡنَا عَلَىٰ قُلُوبِهِمۡ أَكِنَّةً أَن يَفۡقَهُوهُ وَفِيٓ ءَاذَانِهِمۡ وَقۡرٗاۖ وَإِن تَدۡعُهُمۡ إِلَى ٱلۡهُدَىٰ فَلَن يَهۡتَدُوٓاْ إِذًا أَبَدٗا | ٥٧,
18,77,MISTRANSLATION,"The Arabic text 'فَأَقَامَهُۥ' means 'he repaired it / set it upright / built it up', which corresponds to the Malay 'membinanya'. Merely saying 'ทำให้มันตรง' is incomplete and misses the building/repairing aspect of the wall.",แล้วเขาก็ทำให้มันตรง,แล้วเขาก็ซ่อมแซมมันให้ตั้งตรง,PASSED_GUARDRAIL,ดังนั้นทั้งสองจึงออกเดินทางต่อไป จนกระทั่งเมื่อทั้งสองพบชาวเมืองหนึ่งทั้งสองได้ขออาหารจากชาวเมืองนั้น แต่พวกเขาปฏิเสธที่จะต้อนรับเขาทั้งสอง ต่อมาเขาทั้งสองได้พบกำแพงแห่งหนึ่งกำลังจะพังลงมา แล้วเขาก็ทำให้มันตรง เขา (มูซา) กล่าวว่า ถ้าท่านประสงค์ แน่นอนท่านจะเอาค่าแรงตอบแทนสำหรับมันได้,ดังนั้นทั้งสองจึงออกเดินทางต่อไป จนกระทั่งเมื่อทั้งสองพบชาวเมืองหนึ่งทั้งสองได้ขออาหารจากชาวเมืองนั้น แต่พวกเขาปฏิเสธที่จะต้อนรับเขาทั้งสอง ต่อมาเขาทั้งสองได้พบกำแพงแห่งหนึ่งกำลังจะพังลงมา แล้วเขาก็ซ่อมแซมมันให้ตั้งตรง เขา (มูซา) กล่าวว่า ถ้าท่านประสงค์ แน่นอนท่านจะเอาค่าแรงตอบแทนสำหรับมันได้,,,"Kemudian keduanya berjalan lagi, sehingga apabila mereka sampai kepada penduduk sebuah bandar, mereka meminta makan kepada orang-orang di situ, lalu orang-orang itu enggan menjamu mereka. Kemudian mereka dapati di situ sebuah tembok yang hendak runtuh, lalu ia membinanya. Nabi Musa berkata: ""Jika engkau mahu, tentulah engkau berhak mengambil upah mengenainya!""",فَٱنطَلَقَا حَتَّىٰٓ إِذَآ أَتَيَآ أَهۡلَ قَرۡيَةٍ ٱسۡتَطۡعَمَآ أَهۡلَهَا فَأَبَوۡاْ أَن يُضَيِّفُوهُمَا فَوَجَدَا فِيهَا جِدَارٗا يُرِيدُ أَن يَنقَضَّ فَأَقَامَهُۥۖ قَالَ لَوۡ شِئۡتَ لَتَّخَذۡتَ عَلَيۡهِ أَجۡرٗا | ٧٧,
18,84,OMISSION,"The Arabic text 'وَءَاتَيۡنَٰهُ مِن كُلِّ شَيۡءٖ سَبَبٗا' includes 'سَبَبًا' (a means/way to everything), which is omitted in the current Thai translation ('ทุกสิ่งที่เขาต้องการ').",และเราได้ให้เขาทุกสิ่งที่เขาต้องการ,และเราได้ให้แก่เขาทุกๆ สิ่งซึ่งมีหนทาง (ไปสู่ความสำเร็จ),PASSED_GUARDRAIL,แท้จริงเราได้ให้อำนาจแก่เขาในแผ่นดิน และเราได้ให้เขาทุกสิ่งที่เขาต้องการ,แท้จริงเราได้ให้อำนาจแก่เขาในแผ่นดิน และเราได้ให้แก่เขาทุกๆ สิ่งซึ่งมีหนทาง (ไปสู่ความสำเร็จ),,,"Sesungguhnya Kami telah memberikan kepadanya kekuasaan memerintah di bumi, dan Kami beri kepadanya jalan bagi menjayakan tiap-tiap sesuatu yang diperlukannya.",إِنَّا مَكَّنَّا لَهُۥ فِي ٱلۡأَرۡضِ وَءَاتَيۡنَٰهُ مِن كُلِّ شَيۡءٖ سَبَبٗا | ٨٤,
18,85,MISTRANSLATION,"Adding '(ทางตะวันตก)' in the parenthetical note for Ayah 85 is premature and restricted, as 'سَبَبًا' here refers generally to a means/route, which is subsequently detailed in the following verses for both east and west.",ดังนั้น เขาจึงมุ่งไปทางหนึ่ง (ทางตะวันตก),ดังนั้นเขาจึงติดตามทางนั้นไป,Unauthorized deletion of parenthetical tafsir note: {'(ทางตะวันตก)'},ดังนั้น เขาจึงมุ่งไปทางหนึ่ง (ทางตะวันตก),ดังนั้น เขาจึงมุ่งไปทางหนึ่ง (ทางตะวันตก),,,Lalu ia menurut jalan (yang menyampaikan maksudnya).,فَأَتۡبَعَ سَبَبًا | ٨٥,
