surah,ayah,char_diff_count,diff_summary,thai_230_raw,thai_v3_master,len_chars_thai2,len_chars_thai3
29,27,3,['' -> 'ให้'],และเราได้ให้อิสหาก และยะกูบแก่เขา และเราได้ให้การเป็นนะบี และคัมภีร์แก่ลูกหลานของเขาและเราได้แก่เขาซึ่งรางวัลของเขาในโลกนี้ และแท้จริงเขาในปรโลกจะอยู่ในหมู่คนดี,และเราได้ให้อิสหากและยะกูบแก่เขา และเราได้ให้การเป็นนะบีและคัมภีร์แก่ลูกหลานของเขา และเราได้ให้แก่เขาซึ่งรางวัลของเขาในโลกนี้ และแท้จริงเขาในปรโลกจะอยู่ในหมู่คนดี,156,159
29,28,0,IDENTICAL,และ (จงรำลึกถึง) ลูฏ เมื่อเขากล่าวแก่หมู่ชนของเขาว่า แท้จริงพวกท่านได้กระทำการลามกซึ่งไม่มีผู้ใดในหมู่มวลชนกระทำมาก่อนพวกท่านเลย,และ (จงรำลึกถึง) ลูฏ เมื่อเขากล่าวแก่หมู่ชนของเขาว่า แท้จริงพวกท่านได้กระทำการลามกซึ่งไม่มีผู้ใดในหมู่มวลชนกระทำมาก่อนพวกท่านเลย,124,124
29,29,0,IDENTICAL,แท้จริงพวกท่านสมสู่พวกผู้ชาย และปล้นบนทางหลวงกระนั้นหรือ และกระทำอนาจารในที่ชุมชนของพวกท่าน แต่คำตอบของหมู่ชนของเขามิใช่อื่นใดนอกจากกล่าวว่า จงนำการลงโทษของอัลลอฮฺมาให้แก่พวกเราซิหากท่านอยู่ในหมู่ผู้สัตย์จริง,แท้จริงพวกท่านสมสู่พวกผู้ชาย และปล้นบนทางหลวงกระนั้นหรือ และกระทำอนาจารในที่ชุมชนของพวกท่าน แต่คำตอบของหมู่ชนของเขามิใช่อื่นใดนอกจากกล่าวว่า จงนำการลงโทษของอัลลอฮฺมาให้แก่พวกเราซิ หากท่านอยู่ในหมู่ผู้สัตย์จริง,204,204
29,30,0,IDENTICAL,เขา (ลูฏ) กล่าวว่า ข้าแต่พระเจ้าของข้าพระองค์ ขอพระองค์ทรงโปรดช่วยข้าพระองค์ให้อยู่เหนือหมู่ชนผู้บ่อนทำลายด้วยเถิด,เขา (ลูฏ) กล่าวว่า ข้าแต่พระเจ้าของข้าพระองค์ ขอพระองค์ทรงโปรดช่วยข้าพระองค์ให้อยู่เหนือหมู่ชนผู้บ่อนทำลายด้วยเถิด,110,110
29,31,0,IDENTICAL,และครั้นเมื่อฑูตของเรา (มลาอิกะฮฺ) ได้มาหาอิบรอฮีมพร้อมด้วยข่าวดี พวกเขากล่าวว่า แท้จริงเราเป็นผู้ทำลายชาวเมืองนี้ เพราะว่าชาวเมืองของมันเป็นผู้อธรรม,และครั้นเมื่อฑูตของเรา (มลาอิกะฮฺ) ได้มาหาอิบรอฮีมพร้อมด้วยข่าวดี พวกเขากล่าวว่า แท้จริงเราเป็นผู้ทำลายชาวเมืองนี้ เพราะว่าชาวเมืองของมันเป็นผู้อธรรม,144,144
29,32,0,IDENTICAL,เขา (อิบรอฮีม) กล่าวว่า แท้จริงในเมืองนั้นมีลูฏอยู่ด้วย พวกเขากล่าวว่า เรารู้ดีว่ามีใครอยู่ในนั้น แน่นอนเราจะช่วยเขาและบริวารของเขาให้รอดพ้น เว้นแต่ภริยาของเขาเพราะนางอยู่ในหมู่ผู้ถูกทำลาย,เขา (อิบรอฮีม) กล่าวว่า แท้จริงในเมืองนั้นมีลูฏอยู่ด้วย พวกเขากล่าวว่า เรารู้ดีว่ามีใครอยู่ในนั้น แน่นอนเราจะช่วยเขาและบริวารของเขาให้รอดพ้น เว้นแต่ภริยาของเขาเพราะนางอยู่ในหมู่ผู้ถูกทำลาย,181,181
29,33,0,IDENTICAL,และเมื่อฑูตของเรา (มลาอิกะฮฺ) ได้มาหาลูฏเขาเป็นทุกข์เพราะพวกเขา และกลัวที่จะให้ความคุ้มครองไม่ได้ดังนั้น (มลาอิกะฮฺ) จึงกล่าวว่า อย่ากลัวและเศร้าโศกเสียใจ แท้จริงเราเป็นผู้ช่วยเหลือท่านและบริวารของท่านเว้นแต่ภริยาของท่าน เพราะนางอยู่ในหมู่ผู้ถูกทำลาย,และเมื่อฑูตของเรา (มลาอิกะฮฺ) ได้มาหาลูฏ เขาเป็นทุกข์เพราะพวกเขา และกลัวที่จะให้ความคุ้มครองไม่ได้ ดังนั้น (มลาอิกะฮฺ) จึงกล่าวว่า อย่ากลัวและเศร้าโศกเสียใจ แท้จริงเราเป็นผู้ช่วยเหลือท่านและบริวารของท่าน เว้นแต่ภริยาของท่าน เพราะนางอยู่ในหมู่ผู้ถูกทำลาย,242,242
29,34,0,IDENTICAL,แท้จริงเราเป็นผู้นำการลงโทษจากฟากฟ้าสู่ชาวเมืองนี้ เนื่องจากพวกเขาฝ่าฝืน,แท้จริงเราเป็นผู้นำการลงโทษจากฟากฟ้าสู่ชาวเมืองนี้ เนื่องจากพวกเขาฝ่าฝืน,71,71
29,35,0,IDENTICAL,และโดยแน่นอน เราได้ทิ้งสัญญาณอันชัดแจ้งของเมืองนี้ไว้สำหรับหมู่ชนผู้มีปัญญาพิจารณา,และโดยแน่นอน เราได้ทิ้งสัญญาณอันชัดแจ้งของเมืองนี้ไว้ สำหรับหมู่ชนผู้มีปัญญาพิจารณา,81,81
29,36,0,IDENTICAL,และยัง (หมู่ชน) มัดยัน (เราได้ส่ง) พี่น้องของพวกเขาคือ (ชุอัยบฺ) เขากล่าวขึ้นว่า โอ้หมู่ชนของฉันเอ๋ย จงเคารพสักการะอัลลอฮฺเถิด และจงกลัวต่อวันสุดท้ายและอย่ามุ่งทำความเสียหายในแผ่นดินโดยเป็นผู้บ่อนทำลาย,และยัง (หมู่ชน) มัดยัน (เราได้ส่ง) พี่น้องของพวกเขาคือ (ชุอัยบฺ) เขากล่าวขึ้นว่า โอ้หมู่ชนของฉันเอ๋ย จงเคารพสักการะอัลลอฮฺเถิด และจงกลัวต่อวันสุดท้าย และอย่ามุ่งทำความเสียหายในแผ่นดินโดยเป็นผู้บ่อนทำลาย,192,192
29,37,0,IDENTICAL,แต่พวกเขาได้ปฏิเสธเขา ดังนั้นแผ่นดินไหวอย่างรุนแรงได้คร่าพวกเขา แล้วพวกเขาได้ประสบความหายนะนอนพังพาบตายในบ้านของพวกเขา,แต่พวกเขาได้ปฏิเสธเขา ดังนั้นแผ่นดินไหวอย่างรุนแรงได้คร่าพวกเขา แล้วพวกเขาได้ประสบความหายนะนอนพังพาบตายในบ้านของพวกเขา,116,116
29,38,1,['ต' -> 'ฏ'],และอ๊าดและซะมูด และได้เป็นที่ประจักษ์แก่พวกเจ้าแล้ว จากที่พำนักของพวกเขาและมารชัยตอนได้ทำให้การงานของพวกเขา เป็นที่เพริศแพร้วแก่พวกเขา แล้วมันได้หันเหพวกเขาออกจากแนวทางโดยที่พวกเขาเป็นผู้มีสติปัญญาพิจารณา,และอ๊าดและซะมูด และได้เป็นที่ประจักษ์แก่พวกเจ้าแล้วจากที่พำนักของพวกเขา และมารชัยฏอนได้ทำให้การงานของพวกเขาเป็นที่เพริศแพร้วแก่พวกเขา แล้วมันได้หันเหพวกเขาออกจากแนวทางโดยที่พวกเขาเป็นผู้มีสติปัญญาพิจารณา,200,200
29,39,0,IDENTICAL,และ (เราได้ทำลาย) กอรูน และฟิรเอานฺและฮามาน และโดยแน่นอนมูซาได้มายังพวกเขาพร้อมด้วยหลักฐานอันชัดแจ้ง แต่พวกเขาหยิ่งผยองในแผ่นดิน และพวกเขาก็หาได้รอดพ้นไปจากเราไม่,และ (เราได้ทำลาย) กอรูน และฟิรเอานฺและฮามาน และโดยแน่นอน มูซาได้มายังพวกเขาพร้อมด้วยหลักฐานอันชัดแจ้ง แต่พวกเขาหยิ่งผยองในแผ่นดิน และพวกเขาก็หาได้รอดพ้นไปจากเราไม่,156,156
29,40,0,IDENTICAL,และแต่ละคนเราได้ลงโทษด้วยความผิดของเขา เช่นบางคนในหมู่พวกเขาเราได้ส่งลมพายุร้ายทำลายเขา และบางคนในหมู่พวกเขา เราได้ลงโทษเขาด้วยเสียงกัมปนาท และบางคนในหมู่พวกเขา เราได้ให้แผ่นดินสูบเขา และบางคนในหมู่พวกเขา เราได้ให้เขาจมน้ำตาย และอัลลอฮฺมิได้ทรงอธรรมแก่พวกเขา แต่พวกเขาต่างหากที่อธรรมต่อพวกเขาเอง,และแต่ละคนเราได้ลงโทษด้วยความผิดของเขา เช่น บางคนในหมู่พวกเขาเราได้ส่งลมพายุร้ายทำลายเขา และบางคนในหมู่พวกเขา เราได้ลงโทษเขาด้วยเสียงกัมปนาท และบางคนในหมู่พวกเขา เราได้ให้แผ่นดินสูบเขา และบางคนในหมู่พวกเขา เราได้ให้เขาจมน้ำตาย และอัลลอฮฺมิได้ทรงอธรรมแก่พวกเขา แต่พวกเขาต่างหากที่อธรรมต่อพวกเขาเอง,286,286
29,41,0,IDENTICAL,อุปมาบรรดาผู้ที่ยึดเอาอื่นจากอัลลอฮฺเป็นผู้คุ้มครองดั่งแมงมุมที่ชักใยทำรังและแท้จริงรังที่บอบบางที่สุดคือรังของแมงมุม หากพวกเขารู้,อุปมาบรรดาผู้ที่ยึดเอาอื่นจากอัลลอฮฺเป็นผู้คุ้มครอง ดั่งแมงมุมที่ชักใยทำรัง และแท้จริงรังที่บอบบางที่สุดคือรังของแมงมุม หากพวกเขารู้,129,129
29,42,0,IDENTICAL,แท้จริงอัลลอฮฺทรงรอบรู้สิ่งใด ๆ ที่พวกเขาวิงวอนขออื่นจากพระองค์ และพระองค์เป็นผู้ทรงอำนาจ ผู้ทรงปรีชาญาณ,แท้จริงอัลลอฮฺทรงรอบรู้สิ่งใด ๆ ที่พวกเขาวิงวอนขออื่นจากพระองค์ และพระองค์เป็นผู้ทรงอำนาจ ผู้ทรงปรีชาญาณ,100,100
29,43,0,IDENTICAL,และเหล่านี้คืออุปมาทั้งหลายที่เราได้เปรียบเทียบมัน สำหรับปวงมนุษย์ แต่ไม่มีผู้ใดตระหนักมันหรอก นอกจากผู้มีความรู้,และเหล่านี้คืออุปมาทั้งหลายที่เราได้เปรียบเทียบมันสำหรับปวงมนุษย์ แต่ไม่มีผู้ใดตระหนักมันหรอก นอกจากผู้มีความรู้,110,110
29,44,0,IDENTICAL,อัลลอฮฺทรงสร้างชั้นฟ้าทั้งหลายและแผ่นดินด้วยความจริงที่แน่นอน แท้จริงในการนี้แน่นอนย่อมเป็นสัญญาณแก่บรรดาผู้ศรัทธา,อัลลอฮฺทรงสร้างชั้นฟ้าทั้งหลายและแผ่นดินด้วยความจริงที่แน่นอน แท้จริงในการนี้แน่นอนย่อมเป็นสัญญาณแก่บรรดาผู้ศรัทธา,113,113
29,45,0,IDENTICAL,เจ้าจงอ่านสิ่งที่ถูกวะฮียฺแก่เจ้าจากคัมภีร์และจงดำรงการละหมาด (เพราะ) แท้จริงการละหมาดนั้นจะยับยั้งการทำลามกและความชั่วและการรำลึกถึงอัลลอฮฺนั้นยิ่งใหญ่มาก และอัลลอฮฺทรงรอบรู้สิ่งที่พวกเจ้ากระทำ,เจ้าจงอ่านสิ่งที่ถูกวะฮียฺแก่เจ้าจากคัมภีร์และจงดำรงการละหมาด (เพราะ) แท้จริงการละหมาดนั้นจะยับยั้งการทำลามกและความชั่ว และการรำลึกถึงอัลลอฮฺนั้นยิ่งใหญ่มาก และอัลลอฮฺทรงรอบรู้สิ่งที่พวกเจ้ากระทำ,191,191
29,46,2,['ุ' -> 'ู']; ['' -> 'ท'],และพวกเจ้าอย่าโต้เถียงกับพวกอะฮฺลุลกิตาบเว้นแต่ด้วยวิธีที่ดีกว่า นอกจากบรรดาผุ้อธรรมในหมู่พวกเขา และพวกเจ้าจงกล่าวว่า เราศรัธาในสิ่งที่ถูกประทานแก่เรา และสิ่งที่ได้ถูกประทานแก่พวกเจ้า และพระเจ้าของเราและพระเจ้าของพวกเจ้าเป็นเอกะ และเราเป็นผู้นอบน้อมต่อพระองค์,และพวกเจ้าอย่าโต้เถียงกับพวกอะฮฺลุลกิตาบ เว้นแต่ด้วยวิธีที่ดีกว่า นอกจากบรรดาผู้อธรรมในหมู่พวกเขา และพวกเจ้าจงกล่าวว่า เราศรัทธาในสิ่งที่ถูกประทานแก่เรา และสิ่งที่ได้ถูกประทานแก่พวกเจ้า และพระเจ้าของเราและพระเจ้าของพวกเจ้าเป็นเอกะ และเราเป็นผู้นอบน้อมต่อพระองค์,253,254
29,47,0,IDENTICAL,และเช่นนั้นแหละ เราได้ประทานคัมภีร์แก่เจ้า ดังนั้นบรรดาผู้ที่เราได้ประทานคัมภีร์แก่พวกเขา พวกเขาก็ศรัทธาต่อมัน (อัลกุรอาน) และในหมู่เขาเหล่านั้นมีผู้ศรัทธาต่อมัน และไม่มีผู้ใดปฏิเสธโองการทั้งหลายของเรา นอกจากผู้ปฏิเสธศรัทธา,และเช่นนั้นแหละ เราได้ประทานคัมภีร์แก่เจ้า ดังนั้นบรรดาผู้ที่เราได้ประทานคัมภีร์แก่พวกเขา พวกเขาก็ศรัทธาต่อมัน (อัลกุรอาน) และในหมู่เขาเหล่านั้นมีผู้ศรัทธาต่อมัน และไม่มีผู้ใดปฏิเสธโองการทั้งหลายของเรา นอกจากผู้ปฏิเสธศรัทธา,216,216
29,48,0,IDENTICAL,และก่อนหน้านั้นเจ้ามิได้อ่านคัมภีร์ใด ๆ และเจ้ามิได้เขียนมันด้วยมือขวาของเจ้า มิฉะนั้นแล้วพวกกล่าวความเท็จจะสงสัยอย่างแน่นอน,และก่อนหน้านั้นเจ้ามิได้อ่านคัมภีร์ใด ๆ และเจ้ามิได้เขียนมันด้วยมือขวาของเจ้า มิฉะนั้นแล้ว พวกกล่าวความเท็จจะสงสัยอย่างแน่นอน,121,121
29,49,0,IDENTICAL,มิใช่เช่นนั้นดอก มันคือโองการทั้งหลายอันแจ้งชัดอยู่ในหัวอกของบรรดาผู้ได้รับความรู้และไม่มีผู้ใดปฏิเสธโองการทั้งหลายของเรานอกจากพวกอธรรม,มิใช่เช่นนั้นดอก มันคือโองการทั้งหลายอันแจ้งชัดอยู่ในหัวอกของบรรดาผู้ได้รับความรู้ และไม่มีผู้ใดปฏิเสธโองการทั้งหลายของเรานอกจากพวกอธรรม,134,134
29,50,0,IDENTICAL,และพวกเขากล่าวว่า ทำไมสัญญาณ ต่าง ๆ จากพระเจ้าของเขาจึงมิถูกประทานมายังเขา จงกล่าวเถิด (มุฮัมมัด) แท้จริงสัญญาณเหล่านั้นอยู่ที่อัลลอฮฺ และฉันเป็นผู้ตักเตือนอันกระจ่างแจ้งเท่านั้น,และพวกเขากล่าวว่า ทำไมสัญญาณต่าง ๆ จากพระเจ้าของเขาจึงมิถูกประทานมายังเขา จงกล่าวเถิด (มุฮัมมัด) แท้จริงสัญญาณเหล่านั้นอยู่ที่อัลลอฮฺ และฉันเป็นผู้ตักเตือนอันกระจ่างแจ้งเท่านั้น,170,170
29,51,1,['แ' -> 'เ'],มิเพียงพอแก่พวกเขาดอกหรือที่เราได้ประทานคัมภีร์ให้แก่เจ้าซึ่งได้ถูกอ่านให้แก่พวกเขาฟัง แท้จริงในการนั้นแน่นอนย่อมเป็นความแมตตาและเป็นการตักเตือนแก่หมู่ชนผู้ศรัทธา,มิเพียงพอแก่พวกเขาดอกหรือ ที่เราได้ประทานคัมภีร์ให้แก่เจ้าซึ่งได้ถูกอ่านให้แก่พวกเขาฟัง แท้จริงในการนั้นแน่นอนย่อมเป็นความเมตตาและเป็นการตักเตือนแก่หมู่ชนผู้ศรัทธา,161,161
29,52,0,IDENTICAL,จงกล่าวเถิด (มุฮัมมัด) พอเพียงแล้วที่อัลลอฮฺทรงเป็นพยานระหว่างฉันและพวกท่าน พระองค์ทรงรอบรู้สิ่งที่อยู่ในชั้นฟ้าทั้งหลายและแผ่นดิน และบรรดาผู้เชื่อในความเท็จและปฏิเสธศรัทธาต่ออัลลอฮฺ ชนเหล่านั้นแหละพวกเขาเป็นผู้ขาดทุน,จงกล่าวเถิด (มุฮัมมัด) พอเพียงแล้วที่อัลลอฮฺทรงเป็นพยานระหว่างฉันและพวกท่าน พระองค์ทรงรอบรู้สิ่งที่อยู่ในชั้นฟ้าทั้งหลายและแผ่นดิน และบรรดาผู้เชื่อในความเท็จและปฏิเสธศรัทธาต่ออัลลอฮฺ ชนเหล่านั้นแหละ พวกเขาเป็นผู้ขาดทุน,212,212
29,53,0,IDENTICAL,และพวกเขาเร่งเร้าเจ้า ในเรื่องการลงโทษและหากมิใช่เวลาที่ถูกกำหนดไว้แล้ว การลงโทษก็จะเกิดขึ้นแก่พวกเขาอย่างแน่นอน และมันจะเกิดขึ้น แก่พวกเขาโดยฉับพลันอย่างแน่นอนโดยที่พวกเขาไม่รู้สึกตัว,และพวกเขาเร่งเร้าเจ้าในเรื่องการลงโทษ และหากมิใช่เวลาที่ถูกกำหนดไว้แล้ว การลงโทษก็จะเกิดขึ้นแก่พวกเขาอย่างแน่นอน และมันจะเกิดขึ้นแก่พวกเขาโดยฉับพลันอย่างแน่นอน โดยที่พวกเขาไม่รู้สึกตัว,180,180
29,54,1,['ะ' -> ''],พวกเขาเร่งเร้าเจ้าในเรื่องการลงโทษและแท้จริงนรกญะฮันนัมนั้นเป็นที่สะกัดล้อมพวกปฏิเสธศรัทธาไว้อย่างแน่นอน,พวกเขาเร่งเร้าเจ้าในเรื่องการลงโทษ และแท้จริงนรกญะฮันนัมนั้นเป็นที่สกัดล้อมพวกปฏิเสธศรัทธาไว้อย่างแน่นอน,104,103
29,55,0,IDENTICAL,วันซึ่งการลงโทษจะครอบคลุมพวกเขาจากข้างบนพวกเขาและจากใต้เท้าของพวกเขา และพระองค์จะตรัสว่า พวกเจ้าจงลิ้มรสสิ่งที่พวกเจ้าได้ก่อกรรมกระทำไว้,วันซึ่งการลงโทษจะครอบคลุมพวกเขาจากข้างบนพวกเขาและจากใต้เท้าของพวกเขา และพระองค์จะตรัสว่า พวกเจ้าจงลิ้มรสสิ่งที่พวกเจ้าได้ก่อกรรมกระทำไว้,134,134
29,56,2,['' -> 'า']; ['ง' -> ''],โอ้ปวงบ่วงของข้า บรรดาผู้ที่ศรัทธาเอ๋ย แท้จริงแผ่นดินของข้านั้นกว้างใหญ่ไพศาล ดังนั้นเฉพาะข้าเท่านั้นพวกเจ้าจงเคารพภักดี,โอ้ปวงบ่าวของข้า บรรดาผู้ที่ศรัทธาเอ๋ย แท้จริงแผ่นดินของข้านั้นกว้างใหญ่ไพศาล ดังนั้น เฉพาะข้าเท่านั้นพวกเจ้าจงเคารพภักดี,117,117
29,57,0,IDENTICAL,ทุก ๆ ชีวิตเป็นผู้ลิ้มรสความตายแล้วพวกเจ้าจะถูกนำกลับยังเรา,ทุก ๆ ชีวิตเป็นผู้ลิ้มรสความตาย แล้วพวกเจ้าจะถูกนำกลับยังเรา,57,57
29,58,0,IDENTICAL,และบรรดาผู้ศรัทธาและกระทำความดีทั้งหลาย แน่นอนเราจะให้พวกเขาพำนักอยู่ในห้องพิเศษแห่งสวนสวรรค์ ณ เบื้องล่างมันมีลำน้ำหลายสายไหลผ่าน พวกเขาเป็นผู้พำนักอยู่ในนั้นตลอดกาล รางวัลของผู้กระทำความดีช่างประเสริฐแท้ ๆ,และบรรดาผู้ศรัทธาและกระทำความดีทั้งหลาย แน่นอนเราจะให้พวกเขาพำนักอยู่ในห้องพิเศษแห่งสวนสวรรค์ ณ เบื้องล่างมันมีลำน้ำหลายสายไหลผ่าน พวกเขาเป็นผู้พำนักอยู่ในนั้นตลอดกาล รางวัลของผู้กระทำความดีช่างประเสริฐแท้ ๆ,201,201
29,59,0,IDENTICAL,บรรดาผู้อดทนขันติและพวกเขามอบหมายไว้วางใจแด่พระเจ้าของพวกเขา,บรรดาผู้อดทนขันติ และพวกเขามอบหมายไว้วางใจแด่พระเจ้าของพวกเขา,60,60
29,60,0,IDENTICAL,และสัตว์ตั้งกี่ชนิดที่มันมิสามารถแสวงหาเครื่องยังชีพของมัน อัลลอฮฺ ทรงประทานเครื่องยังชีพแก่พวกมัน และแก่พวกเจ้า และพระองค์เป็นผู้ทรงได้ยิน ผู้ทรงรอบรู้,และสัตว์ตั้งกี่ชนิดที่มันมิสามารถแสวงหาเครื่องยังชีพของมัน อัลลอฮฺทรงประทานเครื่องยังชีพแก่พวกมันและแก่พวกเจ้า และพระองค์เป็นผู้ทรงได้ยินผู้ทรงรอบรู้,147,147
29,61,0,IDENTICAL,และถ้าเจ้าถามพวกเขา ใครเป็นผู้สร้างชั้นฟ้าทั้งหลาย และแผ่นดิน และเป็นผู้ทำให้ดวงอาทิตย์และดวงจันทร์เป็นประโยชน์ แน่นอนพวกเขาจะกล่าวว่าอัลลอฮฺ แล้วทำไมเล่าพวกเขาจึงหันเหออกไปทางอื่น,และถ้าเจ้าถามพวกเขา ใครเป็นผู้สร้างชั้นฟ้าทั้งหลายและแผ่นดิน และเป็นผู้ทำให้ดวงอาทิตย์และดวงจันทร์เป็นประโยชน์ แน่นอนพวกเขาจะกล่าวว่าอัลลอฮฺ แล้วทำไมเล่าพวกเขาจึงหันเหออกไปทางอื่น,175,175
29,62,0,IDENTICAL,อัลลอฮฺทรงให้เครื่องยังชีพกว้างขวางแก่ผู้ที่พระองค์ทรงประสงค์จากปวงบ่าวของพระองค์และทรงให้คับแคบแก่เขาแท้จริงอัลลอฮฺเป็นผู้ทรงรอบรู้ทุกสิ่งทุกอย่าง,อัลลอฮฺทรงให้เครื่องยังชีพกว้างขวางแก่ผู้ที่พระองค์ทรงประสงค์จากปวงบ่าวของพระองค์ และทรงให้คับแคบแก่เขา แท้จริงอัลลอฮฺเป็นผู้ทรงรอบรู้ทุกสิ่งทุกอย่าง,147,147
29,63,0,IDENTICAL,และถ้าเจ้าถามพวกเขาว่า ใครเล่าทรงหลั่งน้ำลงมาจากฟากฟ้าแล้วทรงให้แผ่นดินมีชีวิตชีวาหลังจากความแห้งแล้งของมัน แน่นอนพวกเขาจะกล่าวว่า อัลลอฮฺ จงกล่าวเถิด (มุฮัมมัด) บรรดาการสรรเสริญเป็นสิทธิ์ของอัลลอฮฺ แต่ว่าส่วนมากพวกเขาไม่ใช้สติปัญญาใคร่ครวญ,และถ้าเจ้าถามพวกเขาว่า ใครเล่าทรงหลั่งน้ำลงมาจากฟากฟ้าแล้วทรงให้แผ่นดินมีชีวิตชีวาหลังจากความแห้งแล้งของมัน แน่นอนพวกเขาจะกล่าวว่า อัลลอฮฺ จงกล่าวเถิด (มุฮัมมัด) บรรดาการสรรเสริญเป็นสิทธิ์ของอัลลอฮฺ แต่ว่าส่วนมากพวกเขาไม่ใช้สติปัญญาใคร่ครวญ,233,233
29,64,0,IDENTICAL,และการมีชีวิตอยู่ในโลกนี้มิใช่อื่นใด เว้นแต่เป็นการละเล่นและการสนุกสนานร่าเริงและแท้จริงสถานที่ในปรโลกนั้น แน่นอนมันคือชีวิตที่แท้จริงหากพวกเขาได้รู้,และการมีชีวิตอยู่ในโลกนี้มิใช่อื่นใด เว้นแต่เป็นการละเล่นและการสนุกสนานร่าเริง และแท้จริงสถานที่ในปรโลกนั้น แน่นอนมันคือชีวิตที่แท้จริง หากพวกเขาได้รู้,147,147
29,65,0,IDENTICAL,ดังนั้นเมื่อพวกเขาขึ้นขี่เรือ พวกเขาวิงวอนต่ออัลลอฮฺเป็นผู้บริสุทธิ์ใจในการขอพรต่อพระองค์ ครั้นเมื่อพระองค์ทรงช่วยพวกเขาให้ขึ้นบก แล้วพวกเขาก็ตั้งภาคีต่อพระองค์,ดังนั้นเมื่อพวกเขาขึ้นขี่เรือ พวกเขาวิงวอนต่ออัลลอฮฺ เป็นผู้บริสุทธิ์ใจในการขอพรต่อพระองค์ ครั้นเมื่อพระองค์ทรงช่วยพวกเขาให้ขึ้นบก แล้วพวกเขาก็ตั้งภาคีต่อพระองค์,157,157
29,66,0,IDENTICAL,เพื่อพวกเขาจะเนรคุณต่อสิ่งที่เราได้ประทานแก่พวกเขา และเพื่อพวกเขาจะได้หลงระเริงแล้วพวกเขาก็จะได้รู้,เพื่อพวกเขาจะเนรคุณต่อสิ่งที่เราได้ประทานแก่พวกเขา และเพื่อพวกเขาจะได้หลงระเริง แล้วพวกเขาก็จะได้รู้,98,98
29,67,1,['า' -> ''],พวกเขาไม่เห็นดอกหรือว่า เราได้ทำเขตหวงห้ามให้เป็นที่ปลอดภัย ขณะที่ประชาชนรอบ ๆ พวกเขาถูกฆ่า ถูกลักพาตัวไป แล้วพวกเขายังจะศรัทธาต่อความเท็จ และพวกเขายังจะเนรคุณต่อความโปราดปรานของอัลลอฮฺอีกหรือ,พวกเขาไม่เห็นดอกหรือว่า เราได้ทำเขตหวงห้ามให้เป็นที่ปลอดภัย ขณะที่ประชาชนรอบ ๆ พวกเขาถูกฆ่า ถูกลักพาตัวไป แล้วพวกเขายังจะศรัทธาต่อความเท็จ และพวกเขายังจะเนรคุณต่อความโปรดปรานของอัลลอฮฺอีกหรือ,185,184
29,68,0,IDENTICAL,และใครเล่าจะอธรรมยิ่งกว่าผู้กุความเท็จให้แก่อัลลอฮฺ หรือปฏิเสธสัจธรรมเมื่อมันได้มายังเขา ที่พำนักในนรกญะฮันนัมมิใช่สำหรับบรรดาผู้ปฏิเสธศรัทธาดอกหรือ,และใครเล่าจะอธรรมยิ่งกว่าผู้กุความเท็จให้แก่อัลลอฮฺ หรือปฏิเสธสัจธรรมเมื่อมันได้มายังเขา ที่พำนักในนรกญะฮันนัมมิใช่สำหรับบรรดาผู้ปฏิเสธศรัทธาดอกหรือ,146,146
29,69,0,IDENTICAL,และบรรดาผู้ต่อสู้ดิ้นรนในทางของเรา แน่นอนเราจะชี้แนะแนวทางที่ถูกต้องแก่พวกเขาสู่ทางของเรา และแท้จริงอัลลอฮฺทรงอยู่ร่วมกับผู้กระทำความดีทั้งหลาย,และบรรดาผู้ต่อสู้ดิ้นรนในทางของเรา แน่นอนเราจะชี้แนะแนวทางที่ถูกต้องแก่พวกเขาสู่ทางของเรา และแท้จริงอัลลอฮฺทรงอยู่ร่วมกับผู้กระทำความดีทั้งหลาย,141,141
30,1,0,IDENTICAL,อะลิฟ ลาม มีม,อะลิฟ ลาม มีม,11,11
30,2,0,IDENTICAL,พวกโรมันถูกพิชิตแล้ว,พวกโรมันถูกพิชิตแล้ว,20,20
30,3,0,IDENTICAL,ในดินแดนอันใกล้นี้ แต่หลังจากการปราชัยของพวกเขาแล้วพวกเขาจะได้รับชัยชนะ,ในดินแดนอันใกล้นี้ แต่หลังจากการปราชัยของพวกเขาแล้ว พวกเขาจะได้รับชัยชนะ,70,70
30,4,0,IDENTICAL,ในเวลาไม่กี่ปีต่อมา พระบัญชาเป็นสิทธิของอัลลอฮฺ ทั้งก่อนและหลัง (ชัยชนะ) และวันนั้นบรรดาผู้ศรัทธาจะดีใจ,ในเวลาไม่กี่ปีต่อมา พระบัญชาเป็นสิทธิของอัลลอฮฺ ทั้งก่อนและหลัง (ชัยชนะ) และวันนั้น บรรดาผู้ศรัทธาจะดีใจ,99,99
30,5,0,IDENTICAL,ด้วยการช่วยเหลือของอัลลอฮฺ พระองค์ทรงช่วยเหลือผู้ที่พระองค์ทรงประสงค์ และพระองค์เป็นผู้ทรงอำนาจ ผู้ทรงเมตตาเสมอ,ด้วยการช่วยเหลือของอัลลอฮฺ พระองค์ทรงช่วยเหลือผู้ที่พระองค์ทรงประสงค์ และพระองค์เป็นผู้ทรงอำนาจ ผู้ทรงเมตตาเสมอ,108,108
