surah,ayah,surah_name_arabic,surah_name_translit,category,raw_thai2_source,final_cleaned_thai,fix_explanation_th,fix_explanation_en
9,17,التوبة,At-Tawbah,SPACING_CADENCE_OPTIMIZATION,ไม่บังควรแก่มุชริกทั้งหลายที่จะบูรณะบรรดามัสยิดของอัลลอฮฺ ในฐานะที่พวกเขายืนยันแก่ตัวของพวกเขาเองแล้ว ซึ่งการปฏิเสธศรัทธา ชนเหล่านั้นแหละบรรดาการงานของพวกเขาไร้ผล และในนรกนั้นพวกเขาจะอยู่ตลอดกาล,ไม่บังควรแก่มุชริกทั้งหลายที่จะบูรณะบรรดามัสยิดของอัลลอฮฺ ในฐานะที่พวกเขายืนยันแก่ตัวของพวกเขาเองแล้ว ซึ่งการปฏิเสธศรัทธา ชนเหล่านั้นแหละ บรรดาการงานของพวกเขาไร้ผล และในนรกนั้นพวกเขาจะอยู่ตลอดกาล,ปรับปรุงจังหวะวรรคตอนภาษาไทยให้อ่านง่าย ถูกต้องตามความหมายของประโยค,Optimized Thai clause spacing and breath cadence for natural readability
9,18,التوبة,At-Tawbah,SPACING_CADENCE_OPTIMIZATION,แท้จริงที่จะบูรณะบรรดามัสยิดของอัลลอฮฺนั้นคือผู้ที่ศรัทธาต่ออัลลอฮฺ และวันปรโลก และได้ดำรงไว้ซึ่งการละหมาด และชำระซะกาต และเขามิได้ยำเกรงนอกจากอัลลอฮฺเท่านั้น ดังนั้นจึงหวังได้ว่า ชนเหล่านี้แหละจะเป็นผู้อยู่ในหมู่ผู้รับคำแนะนำ,แท้จริงที่จะบูรณะบรรดามัสยิดของอัลลอฮฺนั้นคือผู้ที่ศรัทธาต่ออัลลอฮฺ และวันปรโลก และได้ดำรงไว้ซึ่งการละหมาด และชำระซะกาต และเขามิได้ยำเกรง นอกจากอัลลอฮฺเท่านั้น ดังนั้นจึงหวังได้ว่า ชนเหล่านี้แหละจะเป็นผู้อยู่ในหมู่ผู้รับคำแนะนำ,ปรับปรุงจังหวะวรรคตอนภาษาไทยให้อ่านง่าย ถูกต้องตามความหมายของประโยค,Optimized Thai clause spacing and breath cadence for natural readability
9,19,التوبة,At-Tawbah,SPACING_CADENCE_OPTIMIZATION,พวกเจ้าได้ถือเอาการให้น้ำดื่ม แก่ผู้ประกอบพิธีฮัจญ์ และการบูรณะมัสยิดอัลหะรอม ดั่งผู้ที่ศรัทธาต่ออัลลอฮฺ และวันปรโลก และต่อสู้ในทางของอัลลอฮฺกระนั้นหรือ เขาเหล่านั้นย่อมไม่เท่าเทียมกัน ณ ที่อัลลอฮฺ และอัลลอฮฺนั้นจะไม่ทรงแนะนำกลุ่มชนที่เป็นผู้อธรรม,พวกเจ้าได้ถือเอาการให้น้ำดื่มแก่ผู้ประกอบพิธีฮัจญ์ และการบูรณะมัสยิดอัลหะรอม ดั่งผู้ที่ศรัทธาต่ออัลลอฮฺและวันปรโลก และต่อสู้ในทางของอัลลอฮฺกระนั้นหรือ เขาเหล่านั้นย่อมไม่เท่าเทียมกัน ณ ที่อัลลอฮฺ และอัลลอฮฺนั้นจะไม่ทรงแนะนำกลุ่มชนที่เป็นผู้อธรรม,ปรับปรุงจังหวะวรรคตอนภาษาไทยให้อ่านง่าย ถูกต้องตามความหมายของประโยค,Optimized Thai clause spacing and breath cadence for natural readability
9,20,التوبة,At-Tawbah,OCR_DUPLICATE_REMOVED,บรรดาที่ผู้ที่ศรัทธา และอพยพและต่อสู้ในทางของอัลลอฮฺทั้งด้วยทรัพย์สมบัติของพวกเขา และชีวิตของพวกเขานั้นย่อมเป็นผู้มีระดับชั้นยิ่งใหญ่กว่า ณ ที่อัลลอฮฺ และชนเหล่านี้แหละพวกเขาคือผู้มีชัยชนะ,บรรดาผู้ที่ศรัทธา และอพยพ และต่อสู้ในทางของอัลลอฮฺ ทั้งด้วยทรัพย์สมบัติของพวกเขา และชีวิตของพวกเขานั้นย่อมเป็นผู้มีระดับชั้นยิ่งใหญ่กว่า ณ ที่อัลลอฮฺ และชนเหล่านี้แหละพวกเขาคือผู้มีชัยชนะ,"ลบคำพิมพ์ซ้ำซ้อนจากต้นฉบับเดิม (เช่น 'ของของ', 'ทรงทรง', 'และและ')",Removed duplicated word loops from source OCR/transcription
9,21,التوبة,At-Tawbah,TYPO_CORRECTION,พระเจ้าของพวกเขาทรงแจ้งข่าวดีแก่พวกเขาด้วยความกรุณาเมตตาจากพระองค์ และด้วยความปิติยินดี และบรรดาสวนสวรรค์ ด้วยซึ่งในสวนสวรรค์เหล่านั้น พวกเขาจะได้รับสิ่งอำนวยความสุขอันจีรังยั่งยืน,พระเจ้าของพวกเขาทรงแจ้งข่าวดีแก่พวกเขาด้วยความกรุณาเมตตาจากพระองค์ และด้วยความปิติยินดี และบรรดาสวนสวรรค์ ซึ่งในสวนสวรรค์เหล่านั้น พวกเขาจะได้รับสิ่งอำนวยความสุขอันจีรังยั่งยืน,"แก้ไขคำผิด/สระตกหล่นจากต้นฉบับเดิม (เช่น แก้คำสะกดผิด, สระจม, อักษรเกิน)",Corrected source spelling typos and missing Thai vowels/consonants
9,24,التوبة,At-Tawbah,SPACING_CADENCE_OPTIMIZATION,จงกล่าวเถิด (มุฮัมมัด) ว่า หากบรรดาบิดาของพวกเจ้าและบรรดาลูกๆของพวกเจ้าและบรรดาพี่น้องของพวกเจ้า และบรรดาคู่ครองของพวกเจ้า และบรรดาญาติของพวกเจ้า และบรรดาทรัพย์สมบัติที่พวกเจ้าแสวงหาไว้ และสินค้าที่พวกเจ้ากลัวว่าจะจำหน่ายมันไม่ออก และบรรดาที่อยู่อาศัยที่พวกเจ้าพึงพอใจมันนั้น เป็นที่รักใคร่แก่พวกเจ้ายิ่งกว่าอัลลอฮฺ และรอซูลของพระองค์ และการต่อสู้ในทางของพระองค์แล้วไซร้ ก็จงรอคอยกันเถิดจนกว่าอัลลอฮฺ จะทรงนำมาซึ่งกำลังของพระองค์ และอัลลอฮฺนั้นจะไม่ทรงนำทางแก่กลุ่มชนที่ละเมิด,จงกล่าวเถิด (มุฮัมมัด) ว่า หากบรรดาบิดาของพวกเจ้าและบรรดาลูก ๆ ของพวกเจ้าและบรรดาพี่น้องของพวกเจ้า และบรรดาคู่ครองของพวกเจ้า และบรรดาญาติของพวกเจ้า และบรรดาทรัพย์สมบัติที่พวกเจ้าแสวงหาไว้ และสินค้าที่พวกเจ้ากลัวว่าจะจำหน่ายมันไม่ออก และบรรดาที่อยู่อาศัยที่พวกเจ้าพึงพอใจมันนั้นเป็นที่รักใคร่แก่พวกเจ้ายิ่งกว่าอัลลอฮฺ และรอซูลของพระองค์ และการต่อสู้ในทางของพระองค์แล้วไซร้ ก็จงรอคอยกันเถิดจนกว่าอัลลอฮฺ จะทรงนำมาซึ่งกำลังของพระองค์ และอัลลอฮฺนั้นจะไม่ทรงนำทางแก่กลุ่มชนที่ละเมิด,ปรับปรุงจังหวะวรรคตอนภาษาไทยให้อ่านง่าย ถูกต้องตามความหมายของประโยค,Optimized Thai clause spacing and breath cadence for natural readability
9,25,التوبة,At-Tawbah,SPACING_CADENCE_OPTIMIZATION,แท้จริงอัลลอฮฺได้ทรงช่วยเหลือพวกเจ้าแล้วในสนามรบอันมากมาย และในวันแห่งสงครามฮุนัยน์ด้วย ขณะที่การมีจำนวนมากของพวกเจ้าทำให้พวกเจ้าพึงใจ แล้วมันก็มิได้อำนวยประโยชน์แก่พวกเจ้าแต่อย่างใด และแผ่นดินก็แคบแก่พวกเจ้า ทั้งๆที่มันกว้างอยู่ แล้วพวกเจ้าก็หันหลังหนี,แท้จริงอัลลอฮฺได้ทรงช่วยเหลือพวกเจ้าแล้วในสนามรบอันมากมาย และในวันแห่งสงครามฮุนัยน์ด้วย ขณะที่การมีจำนวนมากของพวกเจ้าทำให้พวกเจ้าพึงใจ แล้วมันก็มิได้อำนวยประโยชน์แก่พวกเจ้าแต่อย่างใด และแผ่นดินก็แคบแก่พวกเจ้า ทั้ง ๆ ที่มันกว้างอยู่ แล้วพวกเจ้าก็หันหลังหนี,ปรับปรุงจังหวะวรรคตอนภาษาไทยให้อ่านง่าย ถูกต้องตามความหมายของประโยค,Optimized Thai clause spacing and breath cadence for natural readability
9,26,التوبة,At-Tawbah,SPACING_CADENCE_OPTIMIZATION,และอัลลอฮฺก็ได้ทรงประทานลงมาซึ่งความสงบใจจากพระองค์แก่รอซูลของพระองค์และแก่บรรดาผู้ศรัทธาเหล่านั้น และได้ทรงให้ไพร่พลลงมา ซึ่งพวกเจ้าไม่เห็นพวกเขา และได้ทรงลงโทษบรรดาผู้ปฏิเสธศรัทธาเหล่านั้นและนั่นคือการตอบแทนแก่บรรดาผู้ปฏิเสธศรัทธา,และอัลลอฮฺก็ได้ทรงประทานลงมาซึ่งความสงบใจจากพระองค์แก่รอซูลของพระองค์และแก่บรรดาผู้ศรัทธาเหล่านั้น และได้ทรงให้ไพร่พลลงมาซึ่งพวกเจ้าไม่เห็นพวกเขา และได้ทรงลงโทษบรรดาผู้ปฏิเสธศรัทธาเหล่านั้น และนั่นคือการตอบแทนแก่บรรดาผู้ปฏิเสธศรัทธา,ปรับปรุงจังหวะวรรคตอนภาษาไทยให้อ่านง่าย ถูกต้องตามความหมายของประโยค,Optimized Thai clause spacing and breath cadence for natural readability
9,27,التوبة,At-Tawbah,SPACING_CADENCE_OPTIMIZATION,และพระองค์ก็ทรงอภัยโทษหลังจากนั้นแก่ผู้ที่พระองค์ทรงประสงค์ และอัลลอฮฺนั้นเป็นผู้ทรงอภัยโทษผู้ทรงเอ็นดูเมตตา,และพระองค์ก็ทรงอภัยโทษหลังจากนั้นแก่ผู้ที่พระองค์ทรงประสงค์ และอัลลอฮฺนั้นเป็นผู้ทรงอภัยโทษ ผู้ทรงเอ็นดูเมตตา,ปรับปรุงจังหวะวรรคตอนภาษาไทยให้อ่านง่าย ถูกต้องตามความหมายของประโยค,Optimized Thai clause spacing and breath cadence for natural readability
9,28,التوبة,At-Tawbah,PUNCTUATION_REMOVED,บรรดาผู้ศรัทธาทั้งหลาย แท้จริงบรรดามุชริกนั้นโสมม ดังนั้นพวกเขาจงอย่าเข้าใกล้อัล-มัสยิดิลฮะรอม หลังจากปีของพวกเขานี้ และหากพวกเจ้ากลัวความยากจน อัลลอฮฺก็จะทรงให้พวกเจ้ามั่งมี จากความกรุณาของพระองค์ หากพระองค์ทรงประสงค์แท้จริงอัลลอฮฺเป็นผู้ทรงรอบรู้ ผู้ทรงปรีชาญาณ,บรรดาผู้ศรัทธาทั้งหลาย แท้จริงบรรดามุชริกนั้นโสมม ดังนั้นพวกเขาจงอย่าเข้าใกล้อัลมัสยิดิลฮะรอม หลังจากปีของพวกเขานี้ และหากพวกเจ้ากลัวความยากจน อัลลอฮฺก็จะทรงให้พวกเจ้ามั่งมี จากความกรุณาของพระองค์ หากพระองค์ทรงประสงค์ แท้จริงอัลลอฮฺเป็นผู้ทรงรอบรู้ ผู้ทรงปรีชาญาณ,"ลบเครื่องหมายวรรคตอนสากลที่ไม่จำเป็น (เช่น ? , . ! “ ”) และจัดช่องไฟให้อ่านลื่นไหล","Removed unnecessary Western punctuation marks (?, ., !, ,, quotes) and normalized spacing"
9,29,التوبة,At-Tawbah,PUNCTUATION_REMOVED,พวกเจ้าจงต่อสู้บรรดาผู้ที่ไม่ศรัทธาต่ออัลลอฮฺและต่อวันปรโลก และไม่งดเว้นสิ่งที่อัลลอฮฺและรอซูลห้ามไว้ และไม่ปฏิบัติตามศาสนาแห่งความสัจจะ อันได้แก่บรรดาผู้ที่ได้รับคัมภีร์ จนกว่าพวกเขาจะจ่ายอัล-ญิซยะฮฺจากมือของพวกเขาเอง ในสภาพที่พวกเขาเป็นผู้ที่ต่ำต้อย,พวกเจ้าจงต่อสู้บรรดาผู้ที่ไม่ศรัทธาต่ออัลลอฮฺ และต่อวันปรโลก และไม่งดเว้นสิ่งที่อัลลอฮฺและรอซูลห้ามไว้ และไม่ปฏิบัติตามศาสนาแห่งความสัจจะ อันได้แก่บรรดาผู้ที่ได้รับคัมภีร์ จนกว่าพวกเขาจะจ่ายอัลญิซยะฮฺจากมือของพวกเขาเอง ในสภาพที่พวกเขาเป็นผู้ที่ต่ำต้อย,"ลบเครื่องหมายวรรคตอนสากลที่ไม่จำเป็น (เช่น ? , . ! “ ”) และจัดช่องไฟให้อ่านลื่นไหล","Removed unnecessary Western punctuation marks (?, ., !, ,, quotes) and normalized spacing"
9,30,التوبة,At-Tawbah,TYPO_CORRECTION,และชาวยิวได้กล่าวว่า อุซัยร เป็นบุตรของอัลลอฮฺ และชาวคริสต์ได้กล่าวว่า อัล-มะซีหฺ เป็นบุตรของอัลลอฮฺ นั่นคือถ้อยคำที่พวกเขากล่าวขึ้นด้วยปากของพวกเขาเอง ซึ่งคล้ายกับถ้อยคำของบรรดาผู้ที่ได้ปฏิเสธการศรัทธามาก่อน ขออัลลอฮฺทรงละอฺนัตพวกเขาด้วยเถิด พวกเขาถูกหันเหไปได้อย่างไร,และชาวยิวได้กล่าวว่า อุซัยรฺเป็นบุตรของอัลลอฮฺ และชาวคริสต์ได้กล่าวว่า อัลมะซีหฺเป็นบุตรของอัลลอฮฺ นั่นคือถ้อยคำที่พวกเขากล่าวขึ้นด้วยปากของพวกเขาเอง ซึ่งคล้ายกับถ้อยคำของบรรดาผู้ที่ได้ปฏิเสธการศรัทธามาก่อน ขออัลลอฮฺทรงละอฺนัตพวกเขาด้วยเถิด พวกเขาถูกหันเหไปได้อย่างไร,"แก้ไขคำผิด/สระตกหล่นจากต้นฉบับเดิม (เช่น แก้คำสะกดผิด, สระจม, อักษรเกิน)",Corrected source spelling typos and missing Thai vowels/consonants
9,31,التوبة,At-Tawbah,PUNCTUATION_REMOVED,พวกเขาได้ยึดเอาบรรดานักปราชญ์ของพวกเขา และบรรดาบาทหลวงของพวกเขาเป็นพระเจ้าอื่นจากอัลลอฮฺ และยึดเอาอัล-มะซีหฺบุตรของมัรยัมเป็นพระเจ้าด้วย ทั้งๆที่พวกเขามิได้ถูกใช้นอกจากเพื่อเคารพสักการะผู้ที่สมควรได้รับการเคารพสักการะ แต่เพียงองค์เดียว ซึ่งไม่มีผู้ใดควรได้รับการเคารพสักการะนอกจากพระองค์เท่านั้น พระองค์ทรงบริสุทธิ์จากสิ่งที่พวกเขาให้มีภาคีขึ้น,พวกเขาได้ยึดเอาบรรดานักปราชญ์ของพวกเขา และบรรดาบาทหลวงของพวกเขาเป็นพระเจ้าอื่นจากอัลลอฮฺ และยึดเอาอัลมะซีหฺ บุตรของมัรยัม เป็นพระเจ้าด้วย ทั้ง ๆ ที่พวกเขามิได้ถูกใช้นอกจากเพื่อเคารพสักการะผู้ที่สมควรได้รับการเคารพสักการะแต่เพียงองค์เดียว ซึ่งไม่มีผู้ใดควรได้รับการเคารพสักการะนอกจากพระองค์เท่านั้น พระองค์ทรงบริสุทธิ์จากสิ่งที่พวกเขาให้มีภาคีขึ้น,"ลบเครื่องหมายวรรคตอนสากลที่ไม่จำเป็น (เช่น ? , . ! “ ”) และจัดช่องไฟให้อ่านลื่นไหล","Removed unnecessary Western punctuation marks (?, ., !, ,, quotes) and normalized spacing"
9,34,التوبة,At-Tawbah,SPACING_CADENCE_OPTIMIZATION,บรรดาผู้ศรัทธาทั้งหลาย แท้จริงจำนวนมากมายจากบรรดานักปราชญ์ และบาทหลวงนั้นกินทรัพย์ของประชาชนโดยไม่ชอบและขัดขวาง (ผู้คน) ให้ออกจากทางของอัลลอฮฺและบรรดาผู้ที่สะสมทองและเงิน และไม่จ่ายมันในทางของอัลลอฮฺนั้น จงแจ้งข่าวดีแก่พวกเขาเถิด ด้วยการลงโทษอันเจ็บปวด,บรรดาผู้ศรัทธาทั้งหลาย แท้จริงจำนวนมากมายจากบรรดานักปราชญ์และบาทหลวงนั้นกินทรัพย์ของประชาชนโดยไม่ชอบ และขัดขวาง (ผู้คน) ให้ออกจากทางของอัลลอฮฺ และบรรดาผู้ที่สะสมทองและเงิน และไม่จ่ายมันในทางของอัลลอฮฺนั้น จงแจ้งข่าวดีแก่พวกเขาเถิด ด้วยการลงโทษอันเจ็บปวด,ปรับปรุงจังหวะวรรคตอนภาษาไทยให้อ่านง่าย ถูกต้องตามความหมายของประโยค,Optimized Thai clause spacing and breath cadence for natural readability
9,35,التوبة,At-Tawbah,SPACING_CADENCE_OPTIMIZATION,วันที่มันจะถูกเผาไฟนรกแห่งญะฮันนัมแล้วหน้าผากของพวกเขา และสีข้างของพวกเขาและหลังของพวกเขาจะถูกนาบด้วยมัน นี้แหละคือสิ่งที่พวกเจ้าได้สะสมไว้ เพื่อตัวของพวกเจ้าเอง ดังนั้นจงลิ้มรสสิ่งที่พวกเจ้าสะสมไว้เถิด,วันที่มันจะถูกเผาไฟนรกแห่งญะฮันนัม แล้วหน้าผากของพวกเขา และสีข้างของพวกเขา และหลังของพวกเขาจะถูกนาบด้วยมัน นี้แหละคือสิ่งที่พวกเจ้าได้สะสมไว้เพื่อตัวของพวกเจ้าเอง ดังนั้นจงลิ้มรสสิ่งที่พวกเจ้าสะสมไว้เถิด,ปรับปรุงจังหวะวรรคตอนภาษาไทยให้อ่านง่าย ถูกต้องตามความหมายของประโยค,Optimized Thai clause spacing and breath cadence for natural readability
9,36,التوبة,At-Tawbah,SPACING_CADENCE_OPTIMIZATION,แท้จริงจำนวนเดือน ณ อัลลอฮฺนั้นมีสิบสองเดือนในคัมภีร์ของอัลลอฮฺตั้งแต่วันที่พระองค์ทรงสร้างบรรดาชั้นฟ้าและแผ่นดิน จากเดือนเหล่านั้นมีสี่เดือน ซึ่งเป็นเดือนที่ต้องห้ามนั่นคือบัญญัติอันเที่ยงตรง ดังนั้นพวกเจ้าจงอย่าอธรรมแก่ตัวของพวกเจ้าเองในเดือนเหล่านั้นและจงต่อสู้บรรดามุชริกทั้งหมด เช่นเดียวกับที่พวกเขากำลังต่อสู้พวกเจ้าทั้งหมด และพึงรู้เถิดว่า แท้จริงอัลลอฮฺนั้นร่วมกับบรรดาผู้ที่ยำเกรง,แท้จริงจำนวนเดือน ณ อัลลอฮฺนั้นมีสิบสองเดือนในคัมภีร์ของอัลลอฮฺ ตั้งแต่วันที่พระองค์ทรงสร้างบรรดาชั้นฟ้าและแผ่นดิน จากเดือนเหล่านั้นมีสี่เดือน ซึ่งเป็นเดือนที่ต้องห้าม นั่นคือบัญญัติอันเที่ยงตรง ดังนั้นพวกเจ้าจงอย่าอธรรมแก่ตัวของพวกเจ้าเองในเดือนเหล่านั้น และจงต่อสู้บรรดามุชริกทั้งหมด เช่นเดียวกับที่พวกเขากำลังต่อสู้พวกเจ้าทั้งหมด และพึงรู้เถิดว่า แท้จริงอัลลอฮฺนั้นร่วมกับบรรดาผู้ที่ยำเกรง,ปรับปรุงจังหวะวรรคตอนภาษาไทยให้อ่านง่าย ถูกต้องตามความหมายของประโยค,Optimized Thai clause spacing and breath cadence for natural readability
9,37,التوبة,At-Tawbah,TYPO_CORRECTION,แท้จริงการเลื่อนเดือนที่ต้องห้ามให้ล่าช้า ไปนั้นเป็นการเพิ่มในการปฏิเสธศรัทธา ยิ่งขึ้นโดยที่ผู้ปฏิเสธศรัทธาเหล่านั้นถูกทำให้หลงผิดไป เนื่องด้วยการเลื่อนเดือนต้องห้ามนั้น พวกเขาได้ให้มันเป็นที่อนุมัติปีหนึ่ง และให้มันเป็นที่ต้องห้ามปีหนึ่ง เพื่อพวกเขาจะให้พ้องกับจำนวนเดือนที่อัลลอฮฺได้ทรงห้ามไว้ (มิเช่นนั้นแล้ว) พวกเขาก็จะทำให้เป็นที่อนุมัติสิ่งทีอัลลอฮฺได้ทรงให้เป็นที่ต้องห้ามไป โดยที่ความชั่วแห่งบรรดาการงานของพวกเขาได้ถูกประดับประดาให้สวยงามแก่พวกเขา และอัลลอฮฺนั้นจะไม่ทรงนำทางแก่กลุ่มชนที่ปฏิเสธศรัทธา,แท้จริงการเลื่อนเดือนที่ต้องห้ามให้ล่าช้าไปนั้นเป็นการเพิ่มในการปฏิเสธศรัทธายิ่งขึ้น โดยที่ผู้ปฏิเสธศรัทธาเหล่านั้นถูกทำให้หลงผิดไปเนื่องด้วยการเลื่อนเดือนต้องห้ามนั้น พวกเขาได้ให้มันเป็นที่อนุมัติปีหนึ่ง และให้มันเป็นที่ต้องห้ามปีหนึ่ง เพื่อพวกเขาจะให้พ้องกับจำนวนเดือนที่อัลลอฮฺได้ทรงห้ามไว้ (มิเช่นนั้นแล้ว) พวกเขาก็จะทำให้เป็นที่อนุมัติสิ่งที่อัลลอฮฺได้ทรงให้เป็นที่ต้องห้ามไป โดยที่ความชั่วแห่งบรรดาการงานของพวกเขาได้ถูกประดับประดาให้สวยงามแก่พวกเขา และอัลลอฮฺนั้นจะไม่ทรงนำทางแก่กลุ่มชนที่ปฏิเสธศรัทธา,"แก้ไขคำผิด/สระตกหล่นจากต้นฉบับเดิม (เช่น แก้คำสะกดผิด, สระจม, อักษรเกิน)",Corrected source spelling typos and missing Thai vowels/consonants
9,40,التوبة,At-Tawbah,SPACING_CADENCE_OPTIMIZATION,ถ้าหากพวกเจ้าไม่ช่วยเขา ก็แท้จริงนั้นอัลลอฮฺได้ทรงช่วยเขามาแล้ว ขณะที่บรรดาผู้ปฏิเสธศรัทธาได้ขับไล่เขาออกไป โดยที่เขาเป็นคนที่สองในสองคน ขณะที่ทั้งสองอยู่ในถ้ำนั้นคือขณะที่เขา ได้กล่าวแก่สหายของเขาว่า ท่านอย่าเสียใจ แท้จริงอัลลอฮฺทรงอยู่กับเรา แล้วอัลลอฮฺก็ทรงประทานลงมาแก่เขา ซึ่งความสงบใจจากพระองค์ และได้ทรงสนับสนุนเขาด้วยบรรดาไพร่พล ซึ่งพวกเจ้าไม่เห็นพวกเขา และได้ทรงให้ถ้อยคำ ของผู้ที่ปฏิเสธศรัทธาอยู่ในระดับต่ำสุด และพจนารถของอัลลอฮฺนั้น คือพจนารถที่สูงสุด และอัลลอฮฺคือ ผู้ทรงเดชานุภาพ ผู้ทรงปรีชาญาณ,ถ้าหากพวกเจ้าไม่ช่วยเขา ก็แท้จริงนั้นอัลลอฮฺได้ทรงช่วยเขามาแล้ว ขณะที่บรรดาผู้ปฏิเสธศรัทธาได้ขับไล่เขาออกไป โดยที่เขาเป็นคนที่สองในสองคน ขณะที่ทั้งสองอยู่ในถ้ำนั้น คือขณะที่เขาได้กล่าวแก่สหายของเขาว่า ท่านอย่าเสียใจ แท้จริงอัลลอฮฺทรงอยู่กับเรา แล้วอัลลอฮฺก็ทรงประทานลงมาแก่เขา ซึ่งความสงบใจจากพระองค์ และได้ทรงสนับสนุนเขาด้วยบรรดาไพร่พล ซึ่งพวกเจ้าไม่เห็นพวกเขา และได้ทรงให้ถ้อยคำของผู้ที่ปฏิเสธศรัทธาอยู่ในระดับต่ำสุด และพจนารถของอัลลอฮฺนั้น คือพจนารถที่สูงสุด และอัลลอฮฺ คือ ผู้ทรงเดชานุภาพ ผู้ทรงปรีชาญาณ,ปรับปรุงจังหวะวรรคตอนภาษาไทยให้อ่านง่าย ถูกต้องตามความหมายของประโยค,Optimized Thai clause spacing and breath cadence for natural readability
9,42,التوبة,At-Tawbah,TYPO_CORRECTION,หากมันเป็นผลได้อันใกล้ และเป็นการเป็นทางที่สะดวกและใกล้แล้วไซร้ แน่นอนพวกเขาก็ปฏิบัติตามเจ้าแล้ว แต่ทว่าระยะทางอันลำบากนั้นไกลแก่พวกเขา และพวกเขาจะสาบานต่ออัลลอฮฺว่า ถ้าหากพวกเราสามารถแล้ว แน่นอนพวกเราก็ออกไปกับพวกท่านแล้ว พวกเขากำลังทำลายชีวิตของพวกเขาเอง และอัลลอฮฺนั้นทรงรู้ว่าแท้จริงพวกเขานั้นเป็นผู้กล่าวเท็จ,หากมันเป็นผลได้อันใกล้ และเป็นการเดินทางที่สะดวก และใกล้แล้วไซร้ แน่นอนพวกเขาก็ปฏิบัติตามเจ้าแล้ว แต่ทว่าระยะทางอันลำบากนั้นไกลแก่พวกเขา และพวกเขาจะสาบานต่ออัลลอฮฺว่า ถ้าหากพวกเราสามารถแล้ว แน่นอนพวกเราก็ออกไปกับพวกท่านแล้ว พวกเขากำลังทำลายชีวิตของพวกเขาเอง และอัลลอฮฺนั้นทรงรู้ว่าแท้จริงพวกเขานั้นเป็นผู้กล่าวเท็จ,"แก้ไขคำผิด/สระตกหล่นจากต้นฉบับเดิม (เช่น แก้คำสะกดผิด, สระจม, อักษรเกิน)",Corrected source spelling typos and missing Thai vowels/consonants
9,43,التوبة,At-Tawbah,SPACING_CADENCE_OPTIMIZATION,อัลลอฮฺนั้นได้ทรงอภัยให้แก่เจ้า แล้วเพราะเหตุใดเล่าเจ้าจึงอนุมัติให้แก่พวกเขา จนกว่าจะได้ประจักษ์แก่เจ้าก่อน ซึ่งบรรดาผู้ที่พูดจริง และจนกว่าเจ้าจะได้รู้บรรดาผู้ที่กล่าวเท็จ,อัลลอฮฺนั้นได้ทรงอภัยให้แก่เจ้าแล้ว เพราะเหตุใดเล่าเจ้าจึงอนุมัติให้แก่พวกเขา จนกว่าจะได้ประจักษ์แก่เจ้าก่อน ซึ่งบรรดาผู้ที่พูดจริง และจนกว่าเจ้าจะได้รู้บรรดาผู้ที่กล่าวเท็จ,ปรับปรุงจังหวะวรรคตอนภาษาไทยให้อ่านง่าย ถูกต้องตามความหมายของประโยค,Optimized Thai clause spacing and breath cadence for natural readability
9,44,التوبة,At-Tawbah,SPACING_CADENCE_OPTIMIZATION,บรรดาผู้ที่ศรัทธาต่ออัลลอฮฺ และวันปรโลกนั้นจะไม่ขออนุมัติต่อเจ้าในการที่พวกเขาจะเสียสละทั้งด้วยทรัพย์ของพวกเขา และชีวิตของพวกเขา และอัลลอฮฺนั้นเป็นผู้ทรงรอบรู้ต่อบรรดาผู้ที่ยำเกรง,บรรดาผู้ที่ศรัทธาต่ออัลลอฮฺและวันปรโลกนั้นจะไม่ขออนุมัติต่อเจ้าในการที่พวกเขาจะเสียสละทั้งด้วยทรัพย์ของพวกเขาและชีวิตของพวกเขา และอัลลอฮฺนั้นเป็นผู้ทรงรอบรู้ต่อบรรดาผู้ที่ยำเกรง,ปรับปรุงจังหวะวรรคตอนภาษาไทยให้อ่านง่าย ถูกต้องตามความหมายของประโยค,Optimized Thai clause spacing and breath cadence for natural readability
9,45,التوبة,At-Tawbah,SPACING_CADENCE_OPTIMIZATION,แท้จริงที่จะขออนุมัติต่อเจ้านั้นคือบรรดาผู้ที่ไม่ศรัทธาต่ออัลลอฮฺ และวันปรโลกและหัวใจของพวกเขาสงสัยเท่านั้น แล้วในการสงสัยของพวกเขานั้นเอง พวกเขาจึงลังเลใจ,แท้จริงที่จะขออนุมัติต่อเจ้านั้นคือบรรดาผู้ที่ไม่ศรัทธาต่ออัลลอฮฺ และวันปรโลก และหัวใจของพวกเขาสงสัยเท่านั้น แล้วในการสงสัยของพวกเขานั้นเอง พวกเขาจึงลังเลใจ,ปรับปรุงจังหวะวรรคตอนภาษาไทยให้อ่านง่าย ถูกต้องตามความหมายของประโยค,Optimized Thai clause spacing and breath cadence for natural readability
